datetime,AT_solar_generation_actual
2018-01-15,4180.72
2018-01-16,3100.48
2018-01-17,3750.32
2018-01-18,3174.54
2018-01-19,4333.03
2018-01-20,4006.84
2018-01-21,3495.15
2018-01-22,3281.13
2018-01-23,4762.38
2018-01-24,5996.2699999999995
2018-01-25,5210.03
2018-01-26,5754.45
2018-01-27,5321.5199999999995
2018-01-28,5991.48
2018-01-29,8057.33
2018-01-30,7842.34
2018-01-31,6776.38
2018-02-01,5795.43
2018-02-02,4629.02
2018-02-03,5118.6
2018-02-04,6958.54
2018-02-05,6882.05
2018-02-06,5501.6
2018-02-07,4583.29
2018-02-08,5446.71
2018-02-09,7536.82
2018-02-10,6725.33
2018-02-11,9384.58
2018-02-12,5795.41
2018-02-13,7093.01
