"Area","MTU","Solar  - Actual Aggregated [MW]"
"Austria (AT)","08.06.2016 08:15 - 08.06.2016 08:30 (UTC)","386"
"Austria (AT)","08.06.2016 08:30 - 08.06.2016 08:45 (UTC)","403"
"Austria (AT)","08.06.2016 08:45 - 08.06.2016 09:00 (UTC)","421"
"Austria (AT)","08.06.2016 09:00 - 08.06.2016 09:15 (UTC)","434"
"Austria (AT)","08.06.2016 09:15 - 08.06.2016 09:30 (UTC)","444"
"Austria (AT)","08.06.2016 09:30 - 08.06.2016 09:45 (UTC)","454"
"Austria (AT)","08.06.2016 09:45 - 08.06.2016 10:00 (UTC)","464"
"Austria (AT)","08.06.2016 10:00 - 08.06.2016 10:15 (UTC)","462"
"Austria (AT)","08.06.2016 10:15 - 08.06.2016 10:30 (UTC)","465"
"Austria (AT)","08.06.2016 10:30 - 08.06.2016 10:45 (UTC)","467"
"Austria (AT)","08.06.2016 10:45 - 08.06.2016 11:00 (UTC)","470"
"Austria (AT)","08.06.2016 11:00 - 08.06.2016 11:15 (UTC)","475"
"Austria (AT)","08.06.2016 11:15 - 08.06.2016 11:30 (UTC)","477"
"Austria (AT)","08.06.2016 11:30 - 08.06.2016 11:45 (UTC)","480"
"Austria (AT)","08.06.2016 11:45 - 08.06.2016 12:00 (UTC)","482"
"Austria (AT)","08.06.2016 12:00 - 08.06.2016 12:15 (UTC)","467"
"Austria (AT)","08.06.2016 12:15 - 08.06.2016 12:30 (UTC)","453"
"Austria (AT)","08.06.2016 12:30 - 08.06.2016 12:45 (UTC)","440"
"Austria (AT)","08.06.2016 12:45 - 08.06.2016 13:00 (UTC)","426"
"Austria (AT)","08.06.2016 13:00 - 08.06.2016 13:15 (UTC)","417"
"Austria (AT)","08.06.2016 13:15 - 08.06.2016 13:30 (UTC)","407"
"Austria (AT)","08.06.2016 13:30 - 08.06.2016 13:45 (UTC)","397"
"Austria (AT)","08.06.2016 13:45 - 08.06.2016 14:00 (UTC)","386"
"Austria (AT)","08.06.2016 14:00 - 08.06.2016 14:15 (UTC)","371"
"Austria (AT)","08.06.2016 14:15 - 08.06.2016 14:30 (UTC)","355"
"Austria (AT)","08.06.2016 14:30 - 08.06.2016 14:45 (UTC)","338"
"Austria (AT)","08.06.2016 14:45 - 08.06.2016 15:00 (UTC)","322"
"Austria (AT)","08.06.2016 15:00 - 08.06.2016 15:15 (UTC)","301"
"Austria (AT)","08.06.2016 15:15 - 08.06.2016 15:30 (UTC)","281"
"Austria (AT)","08.06.2016 15:30 - 08.06.2016 15:45 (UTC)","262"
"Austria (AT)","08.06.2016 15:45 - 08.06.2016 16:00 (UTC)","243"
"Austria (AT)","08.06.2016 16:00 - 08.06.2016 16:15 (UTC)","218"
"Austria (AT)","08.06.2016 16:15 - 08.06.2016 16:30 (UTC)","193"
"Austria (AT)","08.06.2016 16:30 - 08.06.2016 16:45 (UTC)","168"
"Austria (AT)","08.06.2016 16:45 - 08.06.2016 17:00 (UTC)","144"
"Austria (AT)","08.06.2016 17:00 - 08.06.2016 17:15 (UTC)","116"
"Austria (AT)","08.06.2016 17:15 - 08.06.2016 17:30 (UTC)","96"
"Austria (AT)","08.06.2016 17:30 - 08.06.2016 17:45 (UTC)","76"
"Austria (AT)","08.06.2016 17:45 - 08.06.2016 18:00 (UTC)","56"
"Austria (AT)","08.06.2016 18:00 - 08.06.2016 18:15 (UTC)","43"
"Austria (AT)","08.06.2016 18:15 - 08.06.2016 18:30 (UTC)","31"
"Austria (AT)","08.06.2016 18:30 - 08.06.2016 18:45 (UTC)","19"
"Austria (AT)","08.06.2016 18:45 - 08.06.2016 19:00 (UTC)","6"
"Austria (AT)","08.06.2016 19:00 - 08.06.2016 19:15 (UTC)","5"
"Austria (AT)","08.06.2016 19:15 - 08.06.2016 19:30 (UTC)","3"
"Austria (AT)","08.06.2016 19:30 - 08.06.2016 19:45 (UTC)","2"
"Austria (AT)","08.06.2016 19:45 - 08.06.2016 20:00 (UTC)","0"
"Austria (AT)","08.06.2016 20:00 - 08.06.2016 20:15 (UTC)","0"
"Austria (AT)","08.06.2016 20:15 - 08.06.2016 20:30 (UTC)","0"
"Austria (AT)","08.06.2016 20:30 - 08.06.2016 20:45 (UTC)","0"
"Austria (AT)","08.06.2016 20:45 - 08.06.2016 21:00 (UTC)","0"
"Austria (AT)","08.06.2016 21:00 - 08.06.2016 21:15 (UTC)","0"
"Austria (AT)","08.06.2016 21:15 - 08.06.2016 21:30 (UTC)","0"
"Austria (AT)","08.06.2016 21:30 - 08.06.2016 21:45 (UTC)","0"
"Austria (AT)","08.06.2016 21:45 - 08.06.2016 22:00 (UTC)","0"
"Austria (AT)","08.06.2016 22:00 - 08.06.2016 22:15 (UTC)","0"
"Austria (AT)","08.06.2016 22:15 - 08.06.2016 22:30 (UTC)","0"
"Austria (AT)","08.06.2016 22:30 - 08.06.2016 22:45 (UTC)","0"
"Austria (AT)","08.06.2016 22:45 - 08.06.2016 23:00 (UTC)","0"
"Austria (AT)","08.06.2016 23:00 - 08.06.2016 23:15 (UTC)","0"
"Austria (AT)","08.06.2016 23:15 - 08.06.2016 23:30 (UTC)","0"
"Austria (AT)","08.06.2016 23:30 - 08.06.2016 23:45 (UTC)","0"
"Austria (AT)","08.06.2016 23:45 - 09.06.2016 00:00 (UTC)","0"
"Austria (AT)","09.06.2016 00:00 - 09.06.2016 00:15 (UTC)","0"
"Austria (AT)","09.06.2016 00:15 - 09.06.2016 00:30 (UTC)","0"
"Austria (AT)","09.06.2016 00:30 - 09.06.2016 00:45 (UTC)","0"
"Austria (AT)","09.06.2016 00:45 - 09.06.2016 01:00 (UTC)","0"
"Austria (AT)","09.06.2016 01:00 - 09.06.2016 01:15 (UTC)","0"
"Austria (AT)","09.06.2016 01:15 - 09.06.2016 01:30 (UTC)","0"
"Austria (AT)","09.06.2016 01:30 - 09.06.2016 01:45 (UTC)","0"
"Austria (AT)","09.06.2016 01:45 - 09.06.2016 02:00 (UTC)","0"
"Austria (AT)","09.06.2016 02:00 - 09.06.2016 02:15 (UTC)","0"
"Austria (AT)","09.06.2016 02:15 - 09.06.2016 02:30 (UTC)","0"
"Austria (AT)","09.06.2016 02:30 - 09.06.2016 02:45 (UTC)","0"
"Austria (AT)","09.06.2016 02:45 - 09.06.2016 03:00 (UTC)","0"
"Austria (AT)","09.06.2016 03:00 - 09.06.2016 03:15 (UTC)","2"
"Austria (AT)","09.06.2016 03:15 - 09.06.2016 03:30 (UTC)","3"
"Austria (AT)","09.06.2016 03:30 - 09.06.2016 03:45 (UTC)","4"
"Austria (AT)","09.06.2016 03:45 - 09.06.2016 04:00 (UTC)","6"
"Austria (AT)","09.06.2016 04:00 - 09.06.2016 04:15 (UTC)","17"
"Austria (AT)","09.06.2016 04:15 - 09.06.2016 04:30 (UTC)","27"
"Austria (AT)","09.06.2016 04:30 - 09.06.2016 04:45 (UTC)","38"
"Austria (AT)","09.06.2016 04:45 - 09.06.2016 05:00 (UTC)","49"
"Austria (AT)","09.06.2016 05:00 - 09.06.2016 05:15 (UTC)","68"
"Austria (AT)","09.06.2016 05:15 - 09.06.2016 05:30 (UTC)","80"
"Austria (AT)","09.06.2016 05:30 - 09.06.2016 05:45 (UTC)","93"
"Austria (AT)","09.06.2016 05:45 - 09.06.2016 06:00 (UTC)","105"
"Austria (AT)","09.06.2016 06:00 - 09.06.2016 06:15 (UTC)","122"
"Austria (AT)","09.06.2016 06:15 - 09.06.2016 06:30 (UTC)","138"
"Austria (AT)","09.06.2016 06:30 - 09.06.2016 06:45 (UTC)","154"
"Austria (AT)","09.06.2016 06:45 - 09.06.2016 07:00 (UTC)","170"
"Austria (AT)","09.06.2016 07:00 - 09.06.2016 07:15 (UTC)","185"
"Austria (AT)","09.06.2016 07:15 - 09.06.2016 07:30 (UTC)","201"
"Austria (AT)","09.06.2016 07:30 - 09.06.2016 07:45 (UTC)","217"
"Austria (AT)","09.06.2016 07:45 - 09.06.2016 08:00 (UTC)","233"
"Austria (AT)","09.06.2016 08:00 - 09.06.2016 08:15 (UTC)","247"
"Austria (AT)","09.06.2016 08:15 - 09.06.2016 08:30 (UTC)","261"
"Austria (AT)","09.06.2016 08:30 - 09.06.2016 08:45 (UTC)","276"
"Austria (AT)","09.06.2016 08:45 - 09.06.2016 09:00 (UTC)","290"
"Austria (AT)","09.06.2016 09:00 - 09.06.2016 09:15 (UTC)","299"
"Austria (AT)","09.06.2016 09:15 - 09.06.2016 09:30 (UTC)","308"
"Austria (AT)","09.06.2016 09:30 - 09.06.2016 09:45 (UTC)","317"
"Austria (AT)","09.06.2016 09:45 - 09.06.2016 10:00 (UTC)","325"
"Austria (AT)","09.06.2016 10:00 - 09.06.2016 10:15 (UTC)","330"
"Austria (AT)","09.06.2016 10:15 - 09.06.2016 10:30 (UTC)","334"
"Austria (AT)","09.06.2016 10:30 - 09.06.2016 10:45 (UTC)","338"
"Austria (AT)","09.06.2016 10:45 - 09.06.2016 11:00 (UTC)","342"
"Austria (AT)","09.06.2016 11:00 - 09.06.2016 11:15 (UTC)","340"
"Austria (AT)","09.06.2016 11:15 - 09.06.2016 11:30 (UTC)","337"
"Austria (AT)","09.06.2016 11:30 - 09.06.2016 11:45 (UTC)","334"
"Austria (AT)","09.06.2016 11:45 - 09.06.2016 12:00 (UTC)","331"
"Austria (AT)","09.06.2016 12:00 - 09.06.2016 12:15 (UTC)","324"
"Austria (AT)","09.06.2016 12:15 - 09.06.2016 12:30 (UTC)","317"
"Austria (AT)","09.06.2016 12:30 - 09.06.2016 12:45 (UTC)","311"
"Austria (AT)","09.06.2016 12:45 - 09.06.2016 13:00 (UTC)","304"
"Austria (AT)","09.06.2016 13:00 - 09.06.2016 13:15 (UTC)","285"
"Austria (AT)","09.06.2016 13:15 - 09.06.2016 13:30 (UTC)","267"
"Austria (AT)","09.06.2016 13:30 - 09.06.2016 13:45 (UTC)","249"
"Austria (AT)","09.06.2016 13:45 - 09.06.2016 14:00 (UTC)","231"
"Austria (AT)","09.06.2016 14:00 - 09.06.2016 14:15 (UTC)","228"
"Austria (AT)","09.06.2016 14:15 - 09.06.2016 14:30 (UTC)","225"
"Austria (AT)","09.06.2016 14:30 - 09.06.2016 14:45 (UTC)","221"
"Austria (AT)","09.06.2016 14:45 - 09.06.2016 15:00 (UTC)","217"
"Austria (AT)","09.06.2016 15:00 - 09.06.2016 15:15 (UTC)","204"
"Austria (AT)","09.06.2016 15:15 - 09.06.2016 15:30 (UTC)","189"
"Austria (AT)","09.06.2016 15:30 - 09.06.2016 15:45 (UTC)","175"
"Austria (AT)","09.06.2016 15:45 - 09.06.2016 16:00 (UTC)","161"
"Austria (AT)","09.06.2016 16:00 - 09.06.2016 16:15 (UTC)","140"
"Austria (AT)","09.06.2016 16:15 - 09.06.2016 16:30 (UTC)","119"
"Austria (AT)","09.06.2016 16:30 - 09.06.2016 16:45 (UTC)","99"
"Austria (AT)","09.06.2016 16:45 - 09.06.2016 17:00 (UTC)","79"
"Austria (AT)","09.06.2016 17:00 - 09.06.2016 17:15 (UTC)","62"
"Austria (AT)","09.06.2016 17:15 - 09.06.2016 17:30 (UTC)","53"
"Austria (AT)","09.06.2016 17:30 - 09.06.2016 17:45 (UTC)","44"
"Austria (AT)","09.06.2016 17:45 - 09.06.2016 18:00 (UTC)","35"
"Austria (AT)","09.06.2016 18:00 - 09.06.2016 18:15 (UTC)","27"
"Austria (AT)","09.06.2016 18:15 - 09.06.2016 18:30 (UTC)","20"
"Austria (AT)","09.06.2016 18:30 - 09.06.2016 18:45 (UTC)","13"
"Austria (AT)","09.06.2016 18:45 - 09.06.2016 19:00 (UTC)","7"
"Austria (AT)","09.06.2016 19:00 - 09.06.2016 19:15 (UTC)","5"
"Austria (AT)","09.06.2016 19:15 - 09.06.2016 19:30 (UTC)","3"
"Austria (AT)","09.06.2016 19:30 - 09.06.2016 19:45 (UTC)","1"
"Austria (AT)","09.06.2016 19:45 - 09.06.2016 20:00 (UTC)","0"
"Austria (AT)","09.06.2016 20:00 - 09.06.2016 20:15 (UTC)","0"
"Austria (AT)","09.06.2016 20:15 - 09.06.2016 20:30 (UTC)","0"
"Austria (AT)","09.06.2016 20:30 - 09.06.2016 20:45 (UTC)","0"
"Austria (AT)","09.06.2016 20:45 - 09.06.2016 21:00 (UTC)","0"
"Austria (AT)","09.06.2016 21:00 - 09.06.2016 21:15 (UTC)","0"
"Austria (AT)","09.06.2016 21:15 - 09.06.2016 21:30 (UTC)","0"
"Austria (AT)","09.06.2016 21:30 - 09.06.2016 21:45 (UTC)","0"
"Austria (AT)","09.06.2016 21:45 - 09.06.2016 22:00 (UTC)","0"
"Austria (AT)","09.06.2016 22:00 - 09.06.2016 22:15 (UTC)","0"
"Austria (AT)","09.06.2016 22:15 - 09.06.2016 22:30 (UTC)","0"
"Austria (AT)","09.06.2016 22:30 - 09.06.2016 22:45 (UTC)","0"
"Austria (AT)","09.06.2016 22:45 - 09.06.2016 23:00 (UTC)","0"
"Austria (AT)","09.06.2016 23:00 - 09.06.2016 23:15 (UTC)","0"
"Austria (AT)","09.06.2016 23:15 - 09.06.2016 23:30 (UTC)","0"
"Austria (AT)","09.06.2016 23:30 - 09.06.2016 23:45 (UTC)","0"
"Austria (AT)","09.06.2016 23:45 - 10.06.2016 00:00 (UTC)","0"
"Austria (AT)","10.06.2016 00:00 - 10.06.2016 00:15 (UTC)","0"
"Austria (AT)","10.06.2016 00:15 - 10.06.2016 00:30 (UTC)","0"
"Austria (AT)","10.06.2016 00:30 - 10.06.2016 00:45 (UTC)","0"
"Austria (AT)","10.06.2016 00:45 - 10.06.2016 01:00 (UTC)","0"
"Austria (AT)","10.06.2016 01:00 - 10.06.2016 01:15 (UTC)","0"
"Austria (AT)","10.06.2016 01:15 - 10.06.2016 01:30 (UTC)","0"
"Austria (AT)","10.06.2016 01:30 - 10.06.2016 01:45 (UTC)","0"
"Austria (AT)","10.06.2016 01:45 - 10.06.2016 02:00 (UTC)","0"
"Austria (AT)","10.06.2016 02:00 - 10.06.2016 02:15 (UTC)","0"
"Austria (AT)","10.06.2016 02:15 - 10.06.2016 02:30 (UTC)","0"
"Austria (AT)","10.06.2016 02:30 - 10.06.2016 02:45 (UTC)","0"
"Austria (AT)","10.06.2016 02:45 - 10.06.2016 03:00 (UTC)","0"
"Austria (AT)","10.06.2016 03:00 - 10.06.2016 03:15 (UTC)","2"
"Austria (AT)","10.06.2016 03:15 - 10.06.2016 03:30 (UTC)","3"
"Austria (AT)","10.06.2016 03:30 - 10.06.2016 03:45 (UTC)","6"
"Austria (AT)","10.06.2016 03:45 - 10.06.2016 04:00 (UTC)","8"
"Austria (AT)","10.06.2016 04:00 - 10.06.2016 04:15 (UTC)","18"
"Austria (AT)","10.06.2016 04:15 - 10.06.2016 04:30 (UTC)","30"
"Austria (AT)","10.06.2016 04:30 - 10.06.2016 04:45 (UTC)","42"
"Austria (AT)","10.06.2016 04:45 - 10.06.2016 05:00 (UTC)","54"
"Austria (AT)","10.06.2016 05:00 - 10.06.2016 05:15 (UTC)","79"
"Austria (AT)","10.06.2016 05:15 - 10.06.2016 05:30 (UTC)","96"
"Austria (AT)","10.06.2016 05:30 - 10.06.2016 05:45 (UTC)","115"
"Austria (AT)","10.06.2016 05:45 - 10.06.2016 06:00 (UTC)","133"
"Austria (AT)","10.06.2016 06:00 - 10.06.2016 06:15 (UTC)","155"
"Austria (AT)","10.06.2016 06:15 - 10.06.2016 06:30 (UTC)","178"
"Austria (AT)","10.06.2016 06:30 - 10.06.2016 06:45 (UTC)","200"
"Austria (AT)","10.06.2016 06:45 - 10.06.2016 07:00 (UTC)","223"
"Austria (AT)","10.06.2016 07:00 - 10.06.2016 07:15 (UTC)","248"
"Austria (AT)","10.06.2016 07:15 - 10.06.2016 07:30 (UTC)","272"
"Austria (AT)","10.06.2016 07:30 - 10.06.2016 07:45 (UTC)","296"
"Austria (AT)","10.06.2016 07:45 - 10.06.2016 08:00 (UTC)","319"
"Austria (AT)","10.06.2016 08:00 - 10.06.2016 08:15 (UTC)","337"
"Austria (AT)","10.06.2016 08:15 - 10.06.2016 08:30 (UTC)","355"
"Austria (AT)","10.06.2016 08:30 - 10.06.2016 08:45 (UTC)","373"
"Austria (AT)","10.06.2016 08:45 - 10.06.2016 09:00 (UTC)","390"
"Austria (AT)","10.06.2016 09:00 - 10.06.2016 09:15 (UTC)","403"
"Austria (AT)","10.06.2016 09:15 - 10.06.2016 09:30 (UTC)","415"
"Austria (AT)","10.06.2016 09:30 - 10.06.2016 09:45 (UTC)","426"
"Austria (AT)","10.06.2016 09:45 - 10.06.2016 10:00 (UTC)","438"
"Austria (AT)","10.06.2016 10:00 - 10.06.2016 10:15 (UTC)","449"
"Austria (AT)","10.06.2016 10:15 - 10.06.2016 10:30 (UTC)","460"
"Austria (AT)","10.06.2016 10:30 - 10.06.2016 10:45 (UTC)","470"
"Austria (AT)","10.06.2016 10:45 - 10.06.2016 11:00 (UTC)","481"
"Austria (AT)","10.06.2016 11:00 - 10.06.2016 11:15 (UTC)","484"
"Austria (AT)","10.06.2016 11:15 - 10.06.2016 11:30 (UTC)","486"
"Austria (AT)","10.06.2016 11:30 - 10.06.2016 11:45 (UTC)","488"
"Austria (AT)","10.06.2016 11:45 - 10.06.2016 12:00 (UTC)","489"
"Austria (AT)","10.06.2016 12:00 - 10.06.2016 12:15 (UTC)","482"
"Austria (AT)","10.06.2016 12:15 - 10.06.2016 12:30 (UTC)","474"
"Austria (AT)","10.06.2016 12:30 - 10.06.2016 12:45 (UTC)","467"
"Austria (AT)","10.06.2016 12:45 - 10.06.2016 13:00 (UTC)","459"
"Austria (AT)","10.06.2016 13:00 - 10.06.2016 13:15 (UTC)","449"
"Austria (AT)","10.06.2016 13:15 - 10.06.2016 13:30 (UTC)","438"
"Austria (AT)","10.06.2016 13:30 - 10.06.2016 13:45 (UTC)","426"
"Austria (AT)","10.06.2016 13:45 - 10.06.2016 14:00 (UTC)","414"
"Austria (AT)","10.06.2016 14:00 - 10.06.2016 14:15 (UTC)","391"
"Austria (AT)","10.06.2016 14:15 - 10.06.2016 14:30 (UTC)","366"
"Austria (AT)","10.06.2016 14:30 - 10.06.2016 14:45 (UTC)","341"
"Austria (AT)","10.06.2016 14:45 - 10.06.2016 15:00 (UTC)","317"
"Austria (AT)","10.06.2016 15:00 - 10.06.2016 15:15 (UTC)","292"
"Austria (AT)","10.06.2016 15:15 - 10.06.2016 15:30 (UTC)","266"
"Austria (AT)","10.06.2016 15:30 - 10.06.2016 15:45 (UTC)","241"
"Austria (AT)","10.06.2016 15:45 - 10.06.2016 16:00 (UTC)","215"
"Austria (AT)","10.06.2016 16:00 - 10.06.2016 16:15 (UTC)","195"
"Austria (AT)","10.06.2016 16:15 - 10.06.2016 16:30 (UTC)","176"
"Austria (AT)","10.06.2016 16:30 - 10.06.2016 16:45 (UTC)","158"
"Austria (AT)","10.06.2016 16:45 - 10.06.2016 17:00 (UTC)","140"
"Austria (AT)","10.06.2016 17:00 - 10.06.2016 17:15 (UTC)","113"
"Austria (AT)","10.06.2016 17:15 - 10.06.2016 17:30 (UTC)","95"
"Austria (AT)","10.06.2016 17:30 - 10.06.2016 17:45 (UTC)","78"
"Austria (AT)","10.06.2016 17:45 - 10.06.2016 18:00 (UTC)","61"
"Austria (AT)","10.06.2016 18:00 - 10.06.2016 18:15 (UTC)","47"
"Austria (AT)","10.06.2016 18:15 - 10.06.2016 18:30 (UTC)","33"
"Austria (AT)","10.06.2016 18:30 - 10.06.2016 18:45 (UTC)","20"
"Austria (AT)","10.06.2016 18:45 - 10.06.2016 19:00 (UTC)","7"
"Austria (AT)","10.06.2016 19:00 - 10.06.2016 19:15 (UTC)","5"
"Austria (AT)","10.06.2016 19:15 - 10.06.2016 19:30 (UTC)","3"
"Austria (AT)","10.06.2016 19:30 - 10.06.2016 19:45 (UTC)","2"
"Austria (AT)","10.06.2016 19:45 - 10.06.2016 20:00 (UTC)","0"
"Austria (AT)","10.06.2016 20:00 - 10.06.2016 20:15 (UTC)","0"
"Austria (AT)","10.06.2016 20:15 - 10.06.2016 20:30 (UTC)","0"
"Austria (AT)","10.06.2016 20:30 - 10.06.2016 20:45 (UTC)","0"
"Austria (AT)","10.06.2016 20:45 - 10.06.2016 21:00 (UTC)","0"
"Austria (AT)","10.06.2016 21:00 - 10.06.2016 21:15 (UTC)","0"
"Austria (AT)","10.06.2016 21:15 - 10.06.2016 21:30 (UTC)","0"
"Austria (AT)","10.06.2016 21:30 - 10.06.2016 21:45 (UTC)","0"
"Austria (AT)","10.06.2016 21:45 - 10.06.2016 22:00 (UTC)","0"
"Austria (AT)","10.06.2016 22:00 - 10.06.2016 22:15 (UTC)","0"
"Austria (AT)","10.06.2016 22:15 - 10.06.2016 22:30 (UTC)","0"
"Austria (AT)","10.06.2016 22:30 - 10.06.2016 22:45 (UTC)","0"
"Austria (AT)","10.06.2016 22:45 - 10.06.2016 23:00 (UTC)","0"
"Austria (AT)","10.06.2016 23:00 - 10.06.2016 23:15 (UTC)","0"
"Austria (AT)","10.06.2016 23:15 - 10.06.2016 23:30 (UTC)","0"
"Austria (AT)","10.06.2016 23:30 - 10.06.2016 23:45 (UTC)","0"
"Austria (AT)","10.06.2016 23:45 - 11.06.2016 00:00 (UTC)","0"
"Austria (AT)","11.06.2016 00:00 - 11.06.2016 00:15 (UTC)","0"
"Austria (AT)","11.06.2016 00:15 - 11.06.2016 00:30 (UTC)","0"
"Austria (AT)","11.06.2016 00:30 - 11.06.2016 00:45 (UTC)","0"
"Austria (AT)","11.06.2016 00:45 - 11.06.2016 01:00 (UTC)","0"
"Austria (AT)","11.06.2016 01:00 - 11.06.2016 01:15 (UTC)","0"
"Austria (AT)","11.06.2016 01:15 - 11.06.2016 01:30 (UTC)","0"
"Austria (AT)","11.06.2016 01:30 - 11.06.2016 01:45 (UTC)","0"
"Austria (AT)","11.06.2016 01:45 - 11.06.2016 02:00 (UTC)","0"
"Austria (AT)","11.06.2016 02:00 - 11.06.2016 02:15 (UTC)","0"
"Austria (AT)","11.06.2016 02:15 - 11.06.2016 02:30 (UTC)","0"
"Austria (AT)","11.06.2016 02:30 - 11.06.2016 02:45 (UTC)","0"
"Austria (AT)","11.06.2016 02:45 - 11.06.2016 03:00 (UTC)","0"
"Austria (AT)","11.06.2016 03:00 - 11.06.2016 03:15 (UTC)","2"
"Austria (AT)","11.06.2016 03:15 - 11.06.2016 03:30 (UTC)","4"
"Austria (AT)","11.06.2016 03:30 - 11.06.2016 03:45 (UTC)","6"
"Austria (AT)","11.06.2016 03:45 - 11.06.2016 04:00 (UTC)","9"
"Austria (AT)","11.06.2016 04:00 - 11.06.2016 04:15 (UTC)","20"
"Austria (AT)","11.06.2016 04:15 - 11.06.2016 04:30 (UTC)","32"
"Austria (AT)","11.06.2016 04:30 - 11.06.2016 04:45 (UTC)","45"
"Austria (AT)","11.06.2016 04:45 - 11.06.2016 05:00 (UTC)","57"
"Austria (AT)","11.06.2016 05:00 - 11.06.2016 05:15 (UTC)","82"
"Austria (AT)","11.06.2016 05:15 - 11.06.2016 05:30 (UTC)","100"
"Austria (AT)","11.06.2016 05:30 - 11.06.2016 05:45 (UTC)","118"
"Austria (AT)","11.06.2016 05:45 - 11.06.2016 06:00 (UTC)","136"
"Austria (AT)","11.06.2016 06:00 - 11.06.2016 06:15 (UTC)","155"
"Austria (AT)","11.06.2016 06:15 - 11.06.2016 06:30 (UTC)","172"
"Austria (AT)","11.06.2016 06:30 - 11.06.2016 06:45 (UTC)","190"
"Austria (AT)","11.06.2016 06:45 - 11.06.2016 07:00 (UTC)","207"
"Austria (AT)","11.06.2016 07:00 - 11.06.2016 07:15 (UTC)","223"
"Austria (AT)","11.06.2016 07:15 - 11.06.2016 07:30 (UTC)","240"
"Austria (AT)","11.06.2016 07:30 - 11.06.2016 07:45 (UTC)","257"
"Austria (AT)","11.06.2016 07:45 - 11.06.2016 08:00 (UTC)","273"
"Austria (AT)","11.06.2016 08:00 - 11.06.2016 08:15 (UTC)","288"
"Austria (AT)","11.06.2016 08:15 - 11.06.2016 08:30 (UTC)","303"
"Austria (AT)","11.06.2016 08:30 - 11.06.2016 08:45 (UTC)","318"
"Austria (AT)","11.06.2016 08:45 - 11.06.2016 09:00 (UTC)","333"
"Austria (AT)","11.06.2016 09:00 - 11.06.2016 09:15 (UTC)","341"
"Austria (AT)","11.06.2016 09:15 - 11.06.2016 09:30 (UTC)","351"
"Austria (AT)","11.06.2016 09:30 - 11.06.2016 09:45 (UTC)","361"
"Austria (AT)","11.06.2016 09:45 - 11.06.2016 10:00 (UTC)","371"
"Austria (AT)","11.06.2016 10:00 - 11.06.2016 10:15 (UTC)","375"
"Austria (AT)","11.06.2016 10:15 - 11.06.2016 10:30 (UTC)","377"
"Austria (AT)","11.06.2016 10:30 - 11.06.2016 10:45 (UTC)","379"
"Austria (AT)","11.06.2016 10:45 - 11.06.2016 11:00 (UTC)","382"
"Austria (AT)","11.06.2016 11:00 - 11.06.2016 11:15 (UTC)","378"
"Austria (AT)","11.06.2016 11:15 - 11.06.2016 11:30 (UTC)","375"
"Austria (AT)","11.06.2016 11:30 - 11.06.2016 11:45 (UTC)","372"
"Austria (AT)","11.06.2016 11:45 - 11.06.2016 12:00 (UTC)","369"
"Austria (AT)","11.06.2016 12:00 - 11.06.2016 12:15 (UTC)","362"
"Austria (AT)","11.06.2016 12:15 - 11.06.2016 12:30 (UTC)","354"
"Austria (AT)","11.06.2016 12:30 - 11.06.2016 12:45 (UTC)","347"
"Austria (AT)","11.06.2016 12:45 - 11.06.2016 13:00 (UTC)","339"
"Austria (AT)","11.06.2016 13:00 - 11.06.2016 13:15 (UTC)","327"
"Austria (AT)","11.06.2016 13:15 - 11.06.2016 13:30 (UTC)","314"
"Austria (AT)","11.06.2016 13:30 - 11.06.2016 13:45 (UTC)","300"
"Austria (AT)","11.06.2016 13:45 - 11.06.2016 14:00 (UTC)","286"
"Austria (AT)","11.06.2016 14:00 - 11.06.2016 14:15 (UTC)","272"
"Austria (AT)","11.06.2016 14:15 - 11.06.2016 14:30 (UTC)","256"
"Austria (AT)","11.06.2016 14:30 - 11.06.2016 14:45 (UTC)","239"
"Austria (AT)","11.06.2016 14:45 - 11.06.2016 15:00 (UTC)","224"
"Austria (AT)","11.06.2016 15:00 - 11.06.2016 15:15 (UTC)","208"
"Austria (AT)","11.06.2016 15:15 - 11.06.2016 15:30 (UTC)","193"
"Austria (AT)","11.06.2016 15:30 - 11.06.2016 15:45 (UTC)","180"
"Austria (AT)","11.06.2016 15:45 - 11.06.2016 16:00 (UTC)","166"
"Austria (AT)","11.06.2016 16:00 - 11.06.2016 16:15 (UTC)","149"
"Austria (AT)","11.06.2016 16:15 - 11.06.2016 16:30 (UTC)","132"
"Austria (AT)","11.06.2016 16:30 - 11.06.2016 16:45 (UTC)","116"
"Austria (AT)","11.06.2016 16:45 - 11.06.2016 17:00 (UTC)","99"
"Austria (AT)","11.06.2016 17:00 - 11.06.2016 17:15 (UTC)","79"
"Austria (AT)","11.06.2016 17:15 - 11.06.2016 17:30 (UTC)","68"
"Austria (AT)","11.06.2016 17:30 - 11.06.2016 17:45 (UTC)","57"
"Austria (AT)","11.06.2016 17:45 - 11.06.2016 18:00 (UTC)","45"
"Austria (AT)","11.06.2016 18:00 - 11.06.2016 18:15 (UTC)","35"
"Austria (AT)","11.06.2016 18:15 - 11.06.2016 18:30 (UTC)","25"
"Austria (AT)","11.06.2016 18:30 - 11.06.2016 18:45 (UTC)","15"
"Austria (AT)","11.06.2016 18:45 - 11.06.2016 19:00 (UTC)","6"
"Austria (AT)","11.06.2016 19:00 - 11.06.2016 19:15 (UTC)","4"
