"Area","MTU","Solar  - Actual Aggregated [MW]"
"Austria (AT)","04.06.2016 21:15 - 04.06.2016 21:30 (UTC)","0"
"Austria (AT)","04.06.2016 21:30 - 04.06.2016 21:45 (UTC)","0"
"Austria (AT)","04.06.2016 21:45 - 04.06.2016 22:00 (UTC)","0"
"Austria (AT)","04.06.2016 22:00 - 04.06.2016 22:15 (UTC)","0"
"Austria (AT)","04.06.2016 22:15 - 04.06.2016 22:30 (UTC)","0"
"Austria (AT)","04.06.2016 22:30 - 04.06.2016 22:45 (UTC)","0"
"Austria (AT)","04.06.2016 22:45 - 04.06.2016 23:00 (UTC)","0"
"Austria (AT)","04.06.2016 23:00 - 04.06.2016 23:15 (UTC)","0"
"Austria (AT)","04.06.2016 23:15 - 04.06.2016 23:30 (UTC)","0"
"Austria (AT)","04.06.2016 23:30 - 04.06.2016 23:45 (UTC)","0"
"Austria (AT)","04.06.2016 23:45 - 05.06.2016 00:00 (UTC)","0"
"Austria (AT)","05.06.2016 00:00 - 05.06.2016 00:15 (UTC)","0"
"Austria (AT)","05.06.2016 00:15 - 05.06.2016 00:30 (UTC)","0"
"Austria (AT)","05.06.2016 00:30 - 05.06.2016 00:45 (UTC)","0"
"Austria (AT)","05.06.2016 00:45 - 05.06.2016 01:00 (UTC)","0"
"Austria (AT)","05.06.2016 01:00 - 05.06.2016 01:15 (UTC)","0"
"Austria (AT)","05.06.2016 01:15 - 05.06.2016 01:30 (UTC)","0"
"Austria (AT)","05.06.2016 01:30 - 05.06.2016 01:45 (UTC)","0"
"Austria (AT)","05.06.2016 01:45 - 05.06.2016 02:00 (UTC)","0"
"Austria (AT)","05.06.2016 02:00 - 05.06.2016 02:15 (UTC)","0"
"Austria (AT)","05.06.2016 02:15 - 05.06.2016 02:30 (UTC)","0"
"Austria (AT)","05.06.2016 02:30 - 05.06.2016 02:45 (UTC)","0"
"Austria (AT)","05.06.2016 02:45 - 05.06.2016 03:00 (UTC)","0"
"Austria (AT)","05.06.2016 03:00 - 05.06.2016 03:15 (UTC)","2"
"Austria (AT)","05.06.2016 03:15 - 05.06.2016 03:30 (UTC)","3"
"Austria (AT)","05.06.2016 03:30 - 05.06.2016 03:45 (UTC)","5"
"Austria (AT)","05.06.2016 03:45 - 05.06.2016 04:00 (UTC)","6"
"Austria (AT)","05.06.2016 04:00 - 05.06.2016 04:15 (UTC)","16"
"Austria (AT)","05.06.2016 04:15 - 05.06.2016 04:30 (UTC)","27"
"Austria (AT)","05.06.2016 04:30 - 05.06.2016 04:45 (UTC)","39"
"Austria (AT)","05.06.2016 04:45 - 05.06.2016 05:00 (UTC)","50"
"Austria (AT)","05.06.2016 05:00 - 05.06.2016 05:15 (UTC)","73"
"Austria (AT)","05.06.2016 05:15 - 05.06.2016 05:30 (UTC)","89"
"Austria (AT)","05.06.2016 05:30 - 05.06.2016 05:45 (UTC)","105"
"Austria (AT)","05.06.2016 05:45 - 05.06.2016 06:00 (UTC)","121"
"Austria (AT)","05.06.2016 06:00 - 05.06.2016 06:15 (UTC)","139"
"Austria (AT)","05.06.2016 06:15 - 05.06.2016 06:30 (UTC)","157"
"Austria (AT)","05.06.2016 06:30 - 05.06.2016 06:45 (UTC)","176"
"Austria (AT)","05.06.2016 06:45 - 05.06.2016 07:00 (UTC)","194"
"Austria (AT)","05.06.2016 07:00 - 05.06.2016 07:15 (UTC)","211"
"Austria (AT)","05.06.2016 07:15 - 05.06.2016 07:30 (UTC)","226"
"Austria (AT)","05.06.2016 07:30 - 05.06.2016 07:45 (UTC)","242"
"Austria (AT)","05.06.2016 07:45 - 05.06.2016 08:00 (UTC)","257"
"Austria (AT)","05.06.2016 08:00 - 05.06.2016 08:15 (UTC)","271"
"Austria (AT)","05.06.2016 08:15 - 05.06.2016 08:30 (UTC)","284"
"Austria (AT)","05.06.2016 08:30 - 05.06.2016 08:45 (UTC)","297"
"Austria (AT)","05.06.2016 08:45 - 05.06.2016 09:00 (UTC)","310"
"Austria (AT)","05.06.2016 09:00 - 05.06.2016 09:15 (UTC)","318"
"Austria (AT)","05.06.2016 09:15 - 05.06.2016 09:30 (UTC)","326"
"Austria (AT)","05.06.2016 09:30 - 05.06.2016 09:45 (UTC)","333"
"Austria (AT)","05.06.2016 09:45 - 05.06.2016 10:00 (UTC)","341"
"Austria (AT)","05.06.2016 10:00 - 05.06.2016 10:15 (UTC)","344"
"Austria (AT)","05.06.2016 10:15 - 05.06.2016 10:30 (UTC)","346"
"Austria (AT)","05.06.2016 10:30 - 05.06.2016 10:45 (UTC)","347"
"Austria (AT)","05.06.2016 10:45 - 05.06.2016 11:00 (UTC)","349"
"Austria (AT)","05.06.2016 11:00 - 05.06.2016 11:15 (UTC)","348"
"Austria (AT)","05.06.2016 11:15 - 05.06.2016 11:30 (UTC)","349"
"Austria (AT)","05.06.2016 11:30 - 05.06.2016 11:45 (UTC)","350"
"Austria (AT)","05.06.2016 11:45 - 05.06.2016 12:00 (UTC)","350"
"Austria (AT)","05.06.2016 12:00 - 05.06.2016 12:15 (UTC)","342"
"Austria (AT)","05.06.2016 12:15 - 05.06.2016 12:30 (UTC)","334"
"Austria (AT)","05.06.2016 12:30 - 05.06.2016 12:45 (UTC)","325"
"Austria (AT)","05.06.2016 12:45 - 05.06.2016 13:00 (UTC)","316"
"Austria (AT)","05.06.2016 13:00 - 05.06.2016 13:15 (UTC)","293"
"Austria (AT)","05.06.2016 13:15 - 05.06.2016 13:30 (UTC)","270"
"Austria (AT)","05.06.2016 13:30 - 05.06.2016 13:45 (UTC)","247"
"Austria (AT)","05.06.2016 13:45 - 05.06.2016 14:00 (UTC)","223"
"Austria (AT)","05.06.2016 14:00 - 05.06.2016 14:15 (UTC)","220"
"Austria (AT)","05.06.2016 14:15 - 05.06.2016 14:30 (UTC)","216"
"Austria (AT)","05.06.2016 14:30 - 05.06.2016 14:45 (UTC)","212"
"Austria (AT)","05.06.2016 14:45 - 05.06.2016 15:00 (UTC)","208"
"Austria (AT)","05.06.2016 15:00 - 05.06.2016 15:15 (UTC)","194"
"Austria (AT)","05.06.2016 15:15 - 05.06.2016 15:30 (UTC)","180"
"Austria (AT)","05.06.2016 15:30 - 05.06.2016 15:45 (UTC)","167"
"Austria (AT)","05.06.2016 15:45 - 05.06.2016 16:00 (UTC)","154"
"Austria (AT)","05.06.2016 16:00 - 05.06.2016 16:15 (UTC)","140"
"Austria (AT)","05.06.2016 16:15 - 05.06.2016 16:30 (UTC)","127"
"Austria (AT)","05.06.2016 16:30 - 05.06.2016 16:45 (UTC)","113"
"Austria (AT)","05.06.2016 16:45 - 05.06.2016 17:00 (UTC)","100"
"Austria (AT)","05.06.2016 17:00 - 05.06.2016 17:15 (UTC)","80"
"Austria (AT)","05.06.2016 17:15 - 05.06.2016 17:30 (UTC)","70"
"Austria (AT)","05.06.2016 17:30 - 05.06.2016 17:45 (UTC)","59"
"Austria (AT)","05.06.2016 17:45 - 05.06.2016 18:00 (UTC)","48"
"Austria (AT)","05.06.2016 18:00 - 05.06.2016 18:15 (UTC)","37"
"Austria (AT)","05.06.2016 18:15 - 05.06.2016 18:30 (UTC)","26"
"Austria (AT)","05.06.2016 18:30 - 05.06.2016 18:45 (UTC)","16"
"Austria (AT)","05.06.2016 18:45 - 05.06.2016 19:00 (UTC)","6"
"Austria (AT)","05.06.2016 19:00 - 05.06.2016 19:15 (UTC)","4"
"Austria (AT)","05.06.2016 19:15 - 05.06.2016 19:30 (UTC)","3"
"Austria (AT)","05.06.2016 19:30 - 05.06.2016 19:45 (UTC)","1"
"Austria (AT)","05.06.2016 19:45 - 05.06.2016 20:00 (UTC)","0"
"Austria (AT)","05.06.2016 20:00 - 05.06.2016 20:15 (UTC)","0"
"Austria (AT)","05.06.2016 20:15 - 05.06.2016 20:30 (UTC)","0"
"Austria (AT)","05.06.2016 20:30 - 05.06.2016 20:45 (UTC)","0"
"Austria (AT)","05.06.2016 20:45 - 05.06.2016 21:00 (UTC)","0"
"Austria (AT)","05.06.2016 21:00 - 05.06.2016 21:15 (UTC)","0"
"Austria (AT)","05.06.2016 21:15 - 05.06.2016 21:30 (UTC)","0"
"Austria (AT)","05.06.2016 21:30 - 05.06.2016 21:45 (UTC)","0"
"Austria (AT)","05.06.2016 21:45 - 05.06.2016 22:00 (UTC)","0"
"Austria (AT)","05.06.2016 22:00 - 05.06.2016 22:15 (UTC)","0"
"Austria (AT)","05.06.2016 22:15 - 05.06.2016 22:30 (UTC)","0"
"Austria (AT)","05.06.2016 22:30 - 05.06.2016 22:45 (UTC)","0"
"Austria (AT)","05.06.2016 22:45 - 05.06.2016 23:00 (UTC)","0"
"Austria (AT)","05.06.2016 23:00 - 05.06.2016 23:15 (UTC)","0"
"Austria (AT)","05.06.2016 23:15 - 05.06.2016 23:30 (UTC)","0"
"Austria (AT)","05.06.2016 23:30 - 05.06.2016 23:45 (UTC)","0"
"Austria (AT)","05.06.2016 23:45 - 06.06.2016 00:00 (UTC)","0"
"Austria (AT)","06.06.2016 00:00 - 06.06.2016 00:15 (UTC)","0"
"Austria (AT)","06.06.2016 00:15 - 06.06.2016 00:30 (UTC)","0"
"Austria (AT)","06.06.2016 00:30 - 06.06.2016 00:45 (UTC)","0"
"Austria (AT)","06.06.2016 00:45 - 06.06.2016 01:00 (UTC)","0"
"Austria (AT)","06.06.2016 01:00 - 06.06.2016 01:15 (UTC)","0"
"Austria (AT)","06.06.2016 01:15 - 06.06.2016 01:30 (UTC)","0"
"Austria (AT)","06.06.2016 01:30 - 06.06.2016 01:45 (UTC)","0"
"Austria (AT)","06.06.2016 01:45 - 06.06.2016 02:00 (UTC)","0"
"Austria (AT)","06.06.2016 02:00 - 06.06.2016 02:15 (UTC)","0"
"Austria (AT)","06.06.2016 02:15 - 06.06.2016 02:30 (UTC)","0"
"Austria (AT)","06.06.2016 02:30 - 06.06.2016 02:45 (UTC)","0"
"Austria (AT)","06.06.2016 02:45 - 06.06.2016 03:00 (UTC)","0"
"Austria (AT)","06.06.2016 03:00 - 06.06.2016 03:15 (UTC)","2"
"Austria (AT)","06.06.2016 03:15 - 06.06.2016 03:30 (UTC)","4"
"Austria (AT)","06.06.2016 03:30 - 06.06.2016 03:45 (UTC)","6"
"Austria (AT)","06.06.2016 03:45 - 06.06.2016 04:00 (UTC)","9"
"Austria (AT)","06.06.2016 04:00 - 06.06.2016 04:15 (UTC)","21"
"Austria (AT)","06.06.2016 04:15 - 06.06.2016 04:30 (UTC)","34"
"Austria (AT)","06.06.2016 04:30 - 06.06.2016 04:45 (UTC)","48"
"Austria (AT)","06.06.2016 04:45 - 06.06.2016 05:00 (UTC)","62"
"Austria (AT)","06.06.2016 05:00 - 06.06.2016 05:15 (UTC)","91"
"Austria (AT)","06.06.2016 05:15 - 06.06.2016 05:30 (UTC)","113"
"Austria (AT)","06.06.2016 05:30 - 06.06.2016 05:45 (UTC)","136"
"Austria (AT)","06.06.2016 05:45 - 06.06.2016 06:00 (UTC)","159"
"Austria (AT)","06.06.2016 06:00 - 06.06.2016 06:15 (UTC)","184"
"Austria (AT)","06.06.2016 06:15 - 06.06.2016 06:30 (UTC)","208"
"Austria (AT)","06.06.2016 06:30 - 06.06.2016 06:45 (UTC)","233"
"Austria (AT)","06.06.2016 06:45 - 06.06.2016 07:00 (UTC)","257"
"Austria (AT)","06.06.2016 07:00 - 06.06.2016 07:15 (UTC)","280"
"Austria (AT)","06.06.2016 07:15 - 06.06.2016 07:30 (UTC)","302"
"Austria (AT)","06.06.2016 07:30 - 06.06.2016 07:45 (UTC)","324"
"Austria (AT)","06.06.2016 07:45 - 06.06.2016 08:00 (UTC)","345"
"Austria (AT)","06.06.2016 08:00 - 06.06.2016 08:15 (UTC)","360"
"Austria (AT)","06.06.2016 08:15 - 06.06.2016 08:30 (UTC)","375"
"Austria (AT)","06.06.2016 08:30 - 06.06.2016 08:45 (UTC)","390"
"Austria (AT)","06.06.2016 08:45 - 06.06.2016 09:00 (UTC)","404"
"Austria (AT)","06.06.2016 09:00 - 06.06.2016 09:15 (UTC)","413"
"Austria (AT)","06.06.2016 09:15 - 06.06.2016 09:30 (UTC)","421"
"Austria (AT)","06.06.2016 09:30 - 06.06.2016 09:45 (UTC)","429"
"Austria (AT)","06.06.2016 09:45 - 06.06.2016 10:00 (UTC)","437"
"Austria (AT)","06.06.2016 10:00 - 06.06.2016 10:15 (UTC)","448"
"Austria (AT)","06.06.2016 10:15 - 06.06.2016 10:30 (UTC)","458"
"Austria (AT)","06.06.2016 10:30 - 06.06.2016 10:45 (UTC)","469"
"Austria (AT)","06.06.2016 10:45 - 06.06.2016 11:00 (UTC)","480"
"Austria (AT)","06.06.2016 11:00 - 06.06.2016 11:15 (UTC)","465"
"Austria (AT)","06.06.2016 11:15 - 06.06.2016 11:30 (UTC)","450"
"Austria (AT)","06.06.2016 11:30 - 06.06.2016 11:45 (UTC)","434"
"Austria (AT)","06.06.2016 11:45 - 06.06.2016 12:00 (UTC)","417"
"Austria (AT)","06.06.2016 12:00 - 06.06.2016 12:15 (UTC)","410"
"Austria (AT)","06.06.2016 12:15 - 06.06.2016 12:30 (UTC)","407"
"Austria (AT)","06.06.2016 12:30 - 06.06.2016 12:45 (UTC)","404"
"Austria (AT)","06.06.2016 12:45 - 06.06.2016 13:00 (UTC)","400"
"Austria (AT)","06.06.2016 13:00 - 06.06.2016 13:15 (UTC)","394"
"Austria (AT)","06.06.2016 13:15 - 06.06.2016 13:30 (UTC)","384"
"Austria (AT)","06.06.2016 13:30 - 06.06.2016 13:45 (UTC)","374"
"Austria (AT)","06.06.2016 13:45 - 06.06.2016 14:00 (UTC)","364"
"Austria (AT)","06.06.2016 14:00 - 06.06.2016 14:15 (UTC)","349"
"Austria (AT)","06.06.2016 14:15 - 06.06.2016 14:30 (UTC)","338"
"Austria (AT)","06.06.2016 14:30 - 06.06.2016 14:45 (UTC)","326"
"Austria (AT)","06.06.2016 14:45 - 06.06.2016 15:00 (UTC)","314"
"Austria (AT)","06.06.2016 15:00 - 06.06.2016 15:15 (UTC)","298"
"Austria (AT)","06.06.2016 15:15 - 06.06.2016 15:30 (UTC)","278"
"Austria (AT)","06.06.2016 15:30 - 06.06.2016 15:45 (UTC)","258"
"Austria (AT)","06.06.2016 15:45 - 06.06.2016 16:00 (UTC)","237"
"Austria (AT)","06.06.2016 16:00 - 06.06.2016 16:15 (UTC)","213"
"Austria (AT)","06.06.2016 16:15 - 06.06.2016 16:30 (UTC)","192"
"Austria (AT)","06.06.2016 16:30 - 06.06.2016 16:45 (UTC)","170"
"Austria (AT)","06.06.2016 16:45 - 06.06.2016 17:00 (UTC)","148"
"Austria (AT)","06.06.2016 17:00 - 06.06.2016 17:15 (UTC)","119"
"Austria (AT)","06.06.2016 17:15 - 06.06.2016 17:30 (UTC)","98"
"Austria (AT)","06.06.2016 17:30 - 06.06.2016 17:45 (UTC)","77"
"Austria (AT)","06.06.2016 17:45 - 06.06.2016 18:00 (UTC)","56"
"Austria (AT)","06.06.2016 18:00 - 06.06.2016 18:15 (UTC)","43"
"Austria (AT)","06.06.2016 18:15 - 06.06.2016 18:30 (UTC)","31"
"Austria (AT)","06.06.2016 18:30 - 06.06.2016 18:45 (UTC)","19"
"Austria (AT)","06.06.2016 18:45 - 06.06.2016 19:00 (UTC)","7"
"Austria (AT)","06.06.2016 19:00 - 06.06.2016 19:15 (UTC)","5"
"Austria (AT)","06.06.2016 19:15 - 06.06.2016 19:30 (UTC)","3"
"Austria (AT)","06.06.2016 19:30 - 06.06.2016 19:45 (UTC)","2"
"Austria (AT)","06.06.2016 19:45 - 06.06.2016 20:00 (UTC)","0"
"Austria (AT)","06.06.2016 20:00 - 06.06.2016 20:15 (UTC)","0"
"Austria (AT)","06.06.2016 20:15 - 06.06.2016 20:30 (UTC)","0"
"Austria (AT)","06.06.2016 20:30 - 06.06.2016 20:45 (UTC)","0"
"Austria (AT)","06.06.2016 20:45 - 06.06.2016 21:00 (UTC)","0"
"Austria (AT)","06.06.2016 21:00 - 06.06.2016 21:15 (UTC)","0"
"Austria (AT)","06.06.2016 21:15 - 06.06.2016 21:30 (UTC)","0"
"Austria (AT)","06.06.2016 21:30 - 06.06.2016 21:45 (UTC)","0"
"Austria (AT)","06.06.2016 21:45 - 06.06.2016 22:00 (UTC)","0"
"Austria (AT)","06.06.2016 22:00 - 06.06.2016 22:15 (UTC)","0"
"Austria (AT)","06.06.2016 22:15 - 06.06.2016 22:30 (UTC)","0"
"Austria (AT)","06.06.2016 22:30 - 06.06.2016 22:45 (UTC)","0"
"Austria (AT)","06.06.2016 22:45 - 06.06.2016 23:00 (UTC)","0"
"Austria (AT)","06.06.2016 23:00 - 06.06.2016 23:15 (UTC)","0"
"Austria (AT)","06.06.2016 23:15 - 06.06.2016 23:30 (UTC)","0"
"Austria (AT)","06.06.2016 23:30 - 06.06.2016 23:45 (UTC)","0"
"Austria (AT)","06.06.2016 23:45 - 07.06.2016 00:00 (UTC)","0"
"Austria (AT)","07.06.2016 00:00 - 07.06.2016 00:15 (UTC)","0"
"Austria (AT)","07.06.2016 00:15 - 07.06.2016 00:30 (UTC)","0"
"Austria (AT)","07.06.2016 00:30 - 07.06.2016 00:45 (UTC)","0"
"Austria (AT)","07.06.2016 00:45 - 07.06.2016 01:00 (UTC)","0"
"Austria (AT)","07.06.2016 01:00 - 07.06.2016 01:15 (UTC)","0"
"Austria (AT)","07.06.2016 01:15 - 07.06.2016 01:30 (UTC)","0"
"Austria (AT)","07.06.2016 01:30 - 07.06.2016 01:45 (UTC)","0"
"Austria (AT)","07.06.2016 01:45 - 07.06.2016 02:00 (UTC)","0"
"Austria (AT)","07.06.2016 02:00 - 07.06.2016 02:15 (UTC)","0"
"Austria (AT)","07.06.2016 02:15 - 07.06.2016 02:30 (UTC)","0"
"Austria (AT)","07.06.2016 02:30 - 07.06.2016 02:45 (UTC)","0"
"Austria (AT)","07.06.2016 02:45 - 07.06.2016 03:00 (UTC)","0"
"Austria (AT)","07.06.2016 03:00 - 07.06.2016 03:15 (UTC)","2"
"Austria (AT)","07.06.2016 03:15 - 07.06.2016 03:30 (UTC)","5"
"Austria (AT)","07.06.2016 03:30 - 07.06.2016 03:45 (UTC)","7"
"Austria (AT)","07.06.2016 03:45 - 07.06.2016 04:00 (UTC)","10"
"Austria (AT)","07.06.2016 04:00 - 07.06.2016 04:15 (UTC)","24"
"Austria (AT)","07.06.2016 04:15 - 07.06.2016 04:30 (UTC)","39"
"Austria (AT)","07.06.2016 04:30 - 07.06.2016 04:45 (UTC)","55"
"Austria (AT)","07.06.2016 04:45 - 07.06.2016 05:00 (UTC)","71"
"Austria (AT)","07.06.2016 05:00 - 07.06.2016 05:15 (UTC)","101"
"Austria (AT)","07.06.2016 05:15 - 07.06.2016 05:30 (UTC)","125"
"Austria (AT)","07.06.2016 05:30 - 07.06.2016 05:45 (UTC)","148"
"Austria (AT)","07.06.2016 05:45 - 07.06.2016 06:00 (UTC)","172"
"Austria (AT)","07.06.2016 06:00 - 07.06.2016 06:15 (UTC)","199"
"Austria (AT)","07.06.2016 06:15 - 07.06.2016 06:30 (UTC)","226"
"Austria (AT)","07.06.2016 06:30 - 07.06.2016 06:45 (UTC)","254"
"Austria (AT)","07.06.2016 06:45 - 07.06.2016 07:00 (UTC)","280"
"Austria (AT)","07.06.2016 07:00 - 07.06.2016 07:15 (UTC)","305"
"Austria (AT)","07.06.2016 07:15 - 07.06.2016 07:30 (UTC)","330"
"Austria (AT)","07.06.2016 07:30 - 07.06.2016 07:45 (UTC)","355"
"Austria (AT)","07.06.2016 07:45 - 07.06.2016 08:00 (UTC)","378"
"Austria (AT)","07.06.2016 08:00 - 07.06.2016 08:15 (UTC)","396"
"Austria (AT)","07.06.2016 08:15 - 07.06.2016 08:30 (UTC)","414"
"Austria (AT)","07.06.2016 08:30 - 07.06.2016 08:45 (UTC)","431"
"Austria (AT)","07.06.2016 08:45 - 07.06.2016 09:00 (UTC)","448"
"Austria (AT)","07.06.2016 09:00 - 07.06.2016 09:15 (UTC)","457"
"Austria (AT)","07.06.2016 09:15 - 07.06.2016 09:30 (UTC)","467"
"Austria (AT)","07.06.2016 09:30 - 07.06.2016 09:45 (UTC)","476"
"Austria (AT)","07.06.2016 09:45 - 07.06.2016 10:00 (UTC)","484"
"Austria (AT)","07.06.2016 10:00 - 07.06.2016 10:15 (UTC)","490"
"Austria (AT)","07.06.2016 10:15 - 07.06.2016 10:30 (UTC)","496"
"Austria (AT)","07.06.2016 10:30 - 07.06.2016 10:45 (UTC)","501"
"Austria (AT)","07.06.2016 10:45 - 07.06.2016 11:00 (UTC)","506"
"Austria (AT)","07.06.2016 11:00 - 07.06.2016 11:15 (UTC)","502"
"Austria (AT)","07.06.2016 11:15 - 07.06.2016 11:30 (UTC)","499"
"Austria (AT)","07.06.2016 11:30 - 07.06.2016 11:45 (UTC)","495"
"Austria (AT)","07.06.2016 11:45 - 07.06.2016 12:00 (UTC)","491"
"Austria (AT)","07.06.2016 12:00 - 07.06.2016 12:15 (UTC)","485"
"Austria (AT)","07.06.2016 12:15 - 07.06.2016 12:30 (UTC)","479"
"Austria (AT)","07.06.2016 12:30 - 07.06.2016 12:45 (UTC)","473"
"Austria (AT)","07.06.2016 12:45 - 07.06.2016 13:00 (UTC)","467"
"Austria (AT)","07.06.2016 13:00 - 07.06.2016 13:15 (UTC)","455"
"Austria (AT)","07.06.2016 13:15 - 07.06.2016 13:30 (UTC)","442"
"Austria (AT)","07.06.2016 13:30 - 07.06.2016 13:45 (UTC)","428"
"Austria (AT)","07.06.2016 13:45 - 07.06.2016 14:00 (UTC)","415"
"Austria (AT)","07.06.2016 14:00 - 07.06.2016 14:15 (UTC)","397"
"Austria (AT)","07.06.2016 14:15 - 07.06.2016 14:30 (UTC)","378"
"Austria (AT)","07.06.2016 14:30 - 07.06.2016 14:45 (UTC)","358"
"Austria (AT)","07.06.2016 14:45 - 07.06.2016 15:00 (UTC)","339"
"Austria (AT)","07.06.2016 15:00 - 07.06.2016 15:15 (UTC)","317"
"Austria (AT)","07.06.2016 15:15 - 07.06.2016 15:30 (UTC)","293"
"Austria (AT)","07.06.2016 15:30 - 07.06.2016 15:45 (UTC)","270"
"Austria (AT)","07.06.2016 15:45 - 07.06.2016 16:00 (UTC)","247"
"Austria (AT)","07.06.2016 16:00 - 07.06.2016 16:15 (UTC)","222"
"Austria (AT)","07.06.2016 16:15 - 07.06.2016 16:30 (UTC)","197"
"Austria (AT)","07.06.2016 16:30 - 07.06.2016 16:45 (UTC)","173"
"Austria (AT)","07.06.2016 16:45 - 07.06.2016 17:00 (UTC)","150"
"Austria (AT)","07.06.2016 17:00 - 07.06.2016 17:15 (UTC)","121"
"Austria (AT)","07.06.2016 17:15 - 07.06.2016 17:30 (UTC)","102"
"Austria (AT)","07.06.2016 17:30 - 07.06.2016 17:45 (UTC)","82"
"Austria (AT)","07.06.2016 17:45 - 07.06.2016 18:00 (UTC)","63"
"Austria (AT)","07.06.2016 18:00 - 07.06.2016 18:15 (UTC)","48"
"Austria (AT)","07.06.2016 18:15 - 07.06.2016 18:30 (UTC)","34"
"Austria (AT)","07.06.2016 18:30 - 07.06.2016 18:45 (UTC)","21"
"Austria (AT)","07.06.2016 18:45 - 07.06.2016 19:00 (UTC)","7"
"Austria (AT)","07.06.2016 19:00 - 07.06.2016 19:15 (UTC)","5"
"Austria (AT)","07.06.2016 19:15 - 07.06.2016 19:30 (UTC)","3"
"Austria (AT)","07.06.2016 19:30 - 07.06.2016 19:45 (UTC)","2"
"Austria (AT)","07.06.2016 19:45 - 07.06.2016 20:00 (UTC)","0"
"Austria (AT)","07.06.2016 20:00 - 07.06.2016 20:15 (UTC)","0"
"Austria (AT)","07.06.2016 20:15 - 07.06.2016 20:30 (UTC)","0"
"Austria (AT)","07.06.2016 20:30 - 07.06.2016 20:45 (UTC)","0"
"Austria (AT)","07.06.2016 20:45 - 07.06.2016 21:00 (UTC)","0"
"Austria (AT)","07.06.2016 21:00 - 07.06.2016 21:15 (UTC)","0"
"Austria (AT)","07.06.2016 21:15 - 07.06.2016 21:30 (UTC)","0"
"Austria (AT)","07.06.2016 21:30 - 07.06.2016 21:45 (UTC)","0"
"Austria (AT)","07.06.2016 21:45 - 07.06.2016 22:00 (UTC)","0"
"Austria (AT)","07.06.2016 22:00 - 07.06.2016 22:15 (UTC)","0"
"Austria (AT)","07.06.2016 22:15 - 07.06.2016 22:30 (UTC)","0"
"Austria (AT)","07.06.2016 22:30 - 07.06.2016 22:45 (UTC)","0"
"Austria (AT)","07.06.2016 22:45 - 07.06.2016 23:00 (UTC)","0"
"Austria (AT)","07.06.2016 23:00 - 07.06.2016 23:15 (UTC)","0"
"Austria (AT)","07.06.2016 23:15 - 07.06.2016 23:30 (UTC)","0"
"Austria (AT)","07.06.2016 23:30 - 07.06.2016 23:45 (UTC)","0"
"Austria (AT)","07.06.2016 23:45 - 08.06.2016 00:00 (UTC)","0"
"Austria (AT)","08.06.2016 00:00 - 08.06.2016 00:15 (UTC)","0"
"Austria (AT)","08.06.2016 00:15 - 08.06.2016 00:30 (UTC)","0"
"Austria (AT)","08.06.2016 00:30 - 08.06.2016 00:45 (UTC)","0"
"Austria (AT)","08.06.2016 00:45 - 08.06.2016 01:00 (UTC)","0"
"Austria (AT)","08.06.2016 01:00 - 08.06.2016 01:15 (UTC)","0"
"Austria (AT)","08.06.2016 01:15 - 08.06.2016 01:30 (UTC)","0"
"Austria (AT)","08.06.2016 01:30 - 08.06.2016 01:45 (UTC)","0"
"Austria (AT)","08.06.2016 01:45 - 08.06.2016 02:00 (UTC)","0"
"Austria (AT)","08.06.2016 02:00 - 08.06.2016 02:15 (UTC)","0"
"Austria (AT)","08.06.2016 02:15 - 08.06.2016 02:30 (UTC)","0"
"Austria (AT)","08.06.2016 02:30 - 08.06.2016 02:45 (UTC)","0"
"Austria (AT)","08.06.2016 02:45 - 08.06.2016 03:00 (UTC)","0"
"Austria (AT)","08.06.2016 03:00 - 08.06.2016 03:15 (UTC)","3"
"Austria (AT)","08.06.2016 03:15 - 08.06.2016 03:30 (UTC)","5"
"Austria (AT)","08.06.2016 03:30 - 08.06.2016 03:45 (UTC)","8"
"Austria (AT)","08.06.2016 03:45 - 08.06.2016 04:00 (UTC)","10"
"Austria (AT)","08.06.2016 04:00 - 08.06.2016 04:15 (UTC)","24"
"Austria (AT)","08.06.2016 04:15 - 08.06.2016 04:30 (UTC)","38"
"Austria (AT)","08.06.2016 04:30 - 08.06.2016 04:45 (UTC)","53"
"Austria (AT)","08.06.2016 04:45 - 08.06.2016 05:00 (UTC)","68"
"Austria (AT)","08.06.2016 05:00 - 08.06.2016 05:15 (UTC)","97"
"Austria (AT)","08.06.2016 05:15 - 08.06.2016 05:30 (UTC)","119"
"Austria (AT)","08.06.2016 05:30 - 08.06.2016 05:45 (UTC)","141"
"Austria (AT)","08.06.2016 05:45 - 08.06.2016 06:00 (UTC)","163"
"Austria (AT)","08.06.2016 06:00 - 08.06.2016 06:15 (UTC)","187"
"Austria (AT)","08.06.2016 06:15 - 08.06.2016 06:30 (UTC)","210"
"Austria (AT)","08.06.2016 06:30 - 08.06.2016 06:45 (UTC)","234"
"Austria (AT)","08.06.2016 06:45 - 08.06.2016 07:00 (UTC)","258"
"Austria (AT)","08.06.2016 07:00 - 08.06.2016 07:15 (UTC)","280"
"Austria (AT)","08.06.2016 07:15 - 08.06.2016 07:30 (UTC)","304"
"Austria (AT)","08.06.2016 07:30 - 08.06.2016 07:45 (UTC)","327"
"Austria (AT)","08.06.2016 07:45 - 08.06.2016 08:00 (UTC)","349"
"Austria (AT)","08.06.2016 08:00 - 08.06.2016 08:15 (UTC)","368"
