"Area","MTU","Solar  - Actual Aggregated [MW]"
"Austria (AT)","04.01.2019 11:00 - 04.01.2019 11:15 (UTC)","104"
"Austria (AT)","04.01.2019 11:15 - 04.01.2019 11:30 (UTC)","104"
"Austria (AT)","04.01.2019 11:30 - 04.01.2019 11:45 (UTC)","100"
"Austria (AT)","04.01.2019 11:45 - 04.01.2019 12:00 (UTC)","100"
"Austria (AT)","04.01.2019 12:00 - 04.01.2019 12:15 (UTC)","96"
"Austria (AT)","04.01.2019 12:15 - 04.01.2019 12:30 (UTC)","88"
"Austria (AT)","04.01.2019 12:30 - 04.01.2019 12:45 (UTC)","84"
"Austria (AT)","04.01.2019 12:45 - 04.01.2019 13:00 (UTC)","76"
"Austria (AT)","04.01.2019 13:00 - 04.01.2019 13:15 (UTC)","68"
"Austria (AT)","04.01.2019 13:15 - 04.01.2019 13:30 (UTC)","60"
"Austria (AT)","04.01.2019 13:30 - 04.01.2019 13:45 (UTC)","48"
"Austria (AT)","04.01.2019 13:45 - 04.01.2019 14:00 (UTC)","40"
"Austria (AT)","04.01.2019 14:00 - 04.01.2019 14:15 (UTC)","32"
"Austria (AT)","04.01.2019 14:15 - 04.01.2019 14:30 (UTC)","28"
"Austria (AT)","04.01.2019 14:30 - 04.01.2019 14:45 (UTC)","20"
"Austria (AT)","04.01.2019 14:45 - 04.01.2019 15:00 (UTC)","16"
"Austria (AT)","04.01.2019 15:00 - 04.01.2019 15:15 (UTC)","12"
"Austria (AT)","04.01.2019 15:15 - 04.01.2019 15:30 (UTC)","8"
"Austria (AT)","04.01.2019 15:30 - 04.01.2019 15:45 (UTC)","8"
"Austria (AT)","04.01.2019 15:45 - 04.01.2019 16:00 (UTC)","4"
"Austria (AT)","04.01.2019 16:00 - 04.01.2019 16:15 (UTC)","4"
"Austria (AT)","04.01.2019 16:15 - 04.01.2019 16:30 (UTC)","4"
"Austria (AT)","04.01.2019 16:30 - 04.01.2019 16:45 (UTC)","4"
"Austria (AT)","04.01.2019 16:45 - 04.01.2019 17:00 (UTC)","4"
"Austria (AT)","04.01.2019 17:00 - 04.01.2019 17:15 (UTC)","4"
"Austria (AT)","04.01.2019 17:15 - 04.01.2019 17:30 (UTC)","4"
"Austria (AT)","04.01.2019 17:30 - 04.01.2019 17:45 (UTC)","4"
"Austria (AT)","04.01.2019 17:45 - 04.01.2019 18:00 (UTC)","4"
"Austria (AT)","04.01.2019 18:00 - 04.01.2019 18:15 (UTC)","0"
"Austria (AT)","04.01.2019 18:15 - 04.01.2019 18:30 (UTC)","0"
"Austria (AT)","04.01.2019 18:30 - 04.01.2019 18:45 (UTC)","0"
"Austria (AT)","04.01.2019 18:45 - 04.01.2019 19:00 (UTC)","0"
"Austria (AT)","04.01.2019 19:00 - 04.01.2019 19:15 (UTC)","0"
"Austria (AT)","04.01.2019 19:15 - 04.01.2019 19:30 (UTC)","0"
"Austria (AT)","04.01.2019 19:30 - 04.01.2019 19:45 (UTC)","0"
"Austria (AT)","04.01.2019 19:45 - 04.01.2019 20:00 (UTC)","0"
"Austria (AT)","04.01.2019 20:00 - 04.01.2019 20:15 (UTC)","0"
"Austria (AT)","04.01.2019 20:15 - 04.01.2019 20:30 (UTC)","0"
"Austria (AT)","04.01.2019 20:30 - 04.01.2019 20:45 (UTC)","0"
"Austria (AT)","04.01.2019 20:45 - 04.01.2019 21:00 (UTC)","0"
"Austria (AT)","04.01.2019 21:00 - 04.01.2019 21:15 (UTC)","0"
"Austria (AT)","04.01.2019 21:15 - 04.01.2019 21:30 (UTC)","0"
"Austria (AT)","04.01.2019 21:30 - 04.01.2019 21:45 (UTC)","0"
"Austria (AT)","04.01.2019 21:45 - 04.01.2019 22:00 (UTC)","0"
"Austria (AT)","04.01.2019 22:00 - 04.01.2019 22:15 (UTC)","0"
"Austria (AT)","04.01.2019 22:15 - 04.01.2019 22:30 (UTC)","0"
"Austria (AT)","04.01.2019 22:30 - 04.01.2019 22:45 (UTC)","0"
"Austria (AT)","04.01.2019 22:45 - 04.01.2019 23:00 (UTC)","0"
"Austria (AT)","04.01.2019 23:00 - 04.01.2019 23:15 (UTC)","0"
"Austria (AT)","04.01.2019 23:15 - 04.01.2019 23:30 (UTC)","0"
"Austria (AT)","04.01.2019 23:30 - 04.01.2019 23:45 (UTC)","0"
"Austria (AT)","04.01.2019 23:45 - 05.01.2019 00:00 (UTC)","0"
"Austria (AT)","05.01.2019 00:00 - 05.01.2019 00:15 (UTC)","0"
"Austria (AT)","05.01.2019 00:15 - 05.01.2019 00:30 (UTC)","0"
"Austria (AT)","05.01.2019 00:30 - 05.01.2019 00:45 (UTC)","0"
"Austria (AT)","05.01.2019 00:45 - 05.01.2019 01:00 (UTC)","0"
"Austria (AT)","05.01.2019 01:00 - 05.01.2019 01:15 (UTC)","0"
"Austria (AT)","05.01.2019 01:15 - 05.01.2019 01:30 (UTC)","0"
"Austria (AT)","05.01.2019 01:30 - 05.01.2019 01:45 (UTC)","0"
"Austria (AT)","05.01.2019 01:45 - 05.01.2019 02:00 (UTC)","0"
"Austria (AT)","05.01.2019 02:00 - 05.01.2019 02:15 (UTC)","0"
"Austria (AT)","05.01.2019 02:15 - 05.01.2019 02:30 (UTC)","0"
"Austria (AT)","05.01.2019 02:30 - 05.01.2019 02:45 (UTC)","0"
"Austria (AT)","05.01.2019 02:45 - 05.01.2019 03:00 (UTC)","0"
"Austria (AT)","05.01.2019 03:00 - 05.01.2019 03:15 (UTC)","0"
"Austria (AT)","05.01.2019 03:15 - 05.01.2019 03:30 (UTC)","0"
"Austria (AT)","05.01.2019 03:30 - 05.01.2019 03:45 (UTC)","0"
"Austria (AT)","05.01.2019 03:45 - 05.01.2019 04:00 (UTC)","0"
"Austria (AT)","05.01.2019 04:00 - 05.01.2019 04:15 (UTC)","0"
"Austria (AT)","05.01.2019 04:15 - 05.01.2019 04:30 (UTC)","0"
"Austria (AT)","05.01.2019 04:30 - 05.01.2019 04:45 (UTC)","0"
"Austria (AT)","05.01.2019 04:45 - 05.01.2019 05:00 (UTC)","0"
"Austria (AT)","05.01.2019 05:00 - 05.01.2019 05:15 (UTC)","0"
"Austria (AT)","05.01.2019 05:15 - 05.01.2019 05:30 (UTC)","0"
"Austria (AT)","05.01.2019 05:30 - 05.01.2019 05:45 (UTC)","0"
"Austria (AT)","05.01.2019 05:45 - 05.01.2019 06:00 (UTC)","0"
"Austria (AT)","05.01.2019 06:00 - 05.01.2019 06:15 (UTC)","4"
"Austria (AT)","05.01.2019 06:15 - 05.01.2019 06:30 (UTC)","8"
"Austria (AT)","05.01.2019 06:30 - 05.01.2019 06:45 (UTC)","8"
"Austria (AT)","05.01.2019 06:45 - 05.01.2019 07:00 (UTC)","8"
"Austria (AT)","05.01.2019 07:00 - 05.01.2019 07:15 (UTC)","12"
"Austria (AT)","05.01.2019 07:15 - 05.01.2019 07:30 (UTC)","12"
"Austria (AT)","05.01.2019 07:30 - 05.01.2019 07:45 (UTC)","16"
"Austria (AT)","05.01.2019 07:45 - 05.01.2019 08:00 (UTC)","20"
"Austria (AT)","05.01.2019 08:00 - 05.01.2019 08:15 (UTC)","20"
"Austria (AT)","05.01.2019 08:15 - 05.01.2019 08:30 (UTC)","24"
"Austria (AT)","05.01.2019 08:30 - 05.01.2019 08:45 (UTC)","28"
"Austria (AT)","05.01.2019 08:45 - 05.01.2019 09:00 (UTC)","28"
"Austria (AT)","05.01.2019 09:00 - 05.01.2019 09:15 (UTC)","32"
"Austria (AT)","05.01.2019 09:15 - 05.01.2019 09:30 (UTC)","36"
"Austria (AT)","05.01.2019 09:30 - 05.01.2019 09:45 (UTC)","36"
"Austria (AT)","05.01.2019 09:45 - 05.01.2019 10:00 (UTC)","40"
"Austria (AT)","05.01.2019 10:00 - 05.01.2019 10:15 (UTC)","44"
"Austria (AT)","05.01.2019 10:15 - 05.01.2019 10:30 (UTC)","44"
"Austria (AT)","05.01.2019 10:30 - 05.01.2019 10:45 (UTC)","48"
"Austria (AT)","05.01.2019 10:45 - 05.01.2019 11:00 (UTC)","48"
"Austria (AT)","05.01.2019 11:00 - 05.01.2019 11:15 (UTC)","52"
"Austria (AT)","05.01.2019 11:15 - 05.01.2019 11:30 (UTC)","52"
"Austria (AT)","05.01.2019 11:30 - 05.01.2019 11:45 (UTC)","52"
"Austria (AT)","05.01.2019 11:45 - 05.01.2019 12:00 (UTC)","52"
"Austria (AT)","05.01.2019 12:00 - 05.01.2019 12:15 (UTC)","48"
"Austria (AT)","05.01.2019 12:15 - 05.01.2019 12:30 (UTC)","48"
"Austria (AT)","05.01.2019 12:30 - 05.01.2019 12:45 (UTC)","48"
"Austria (AT)","05.01.2019 12:45 - 05.01.2019 13:00 (UTC)","44"
"Austria (AT)","05.01.2019 13:00 - 05.01.2019 13:15 (UTC)","40"
"Austria (AT)","05.01.2019 13:15 - 05.01.2019 13:30 (UTC)","36"
"Austria (AT)","05.01.2019 13:30 - 05.01.2019 13:45 (UTC)","32"
"Austria (AT)","05.01.2019 13:45 - 05.01.2019 14:00 (UTC)","28"
"Austria (AT)","05.01.2019 14:00 - 05.01.2019 14:15 (UTC)","24"
"Austria (AT)","05.01.2019 14:15 - 05.01.2019 14:30 (UTC)","20"
"Austria (AT)","05.01.2019 14:30 - 05.01.2019 14:45 (UTC)","16"
"Austria (AT)","05.01.2019 14:45 - 05.01.2019 15:00 (UTC)","12"
"Austria (AT)","05.01.2019 15:00 - 05.01.2019 15:15 (UTC)","8"
"Austria (AT)","05.01.2019 15:15 - 05.01.2019 15:30 (UTC)","8"
"Austria (AT)","05.01.2019 15:30 - 05.01.2019 15:45 (UTC)","8"
"Austria (AT)","05.01.2019 15:45 - 05.01.2019 16:00 (UTC)","4"
"Austria (AT)","05.01.2019 16:00 - 05.01.2019 16:15 (UTC)","4"
"Austria (AT)","05.01.2019 16:15 - 05.01.2019 16:30 (UTC)","4"
"Austria (AT)","05.01.2019 16:30 - 05.01.2019 16:45 (UTC)","4"
"Austria (AT)","05.01.2019 16:45 - 05.01.2019 17:00 (UTC)","4"
"Austria (AT)","05.01.2019 17:00 - 05.01.2019 17:15 (UTC)","4"
"Austria (AT)","05.01.2019 17:15 - 05.01.2019 17:30 (UTC)","4"
"Austria (AT)","05.01.2019 17:30 - 05.01.2019 17:45 (UTC)","4"
"Austria (AT)","05.01.2019 17:45 - 05.01.2019 18:00 (UTC)","4"
"Austria (AT)","05.01.2019 18:00 - 05.01.2019 18:15 (UTC)","0"
"Austria (AT)","05.01.2019 18:15 - 05.01.2019 18:30 (UTC)","0"
"Austria (AT)","05.01.2019 18:30 - 05.01.2019 18:45 (UTC)","0"
"Austria (AT)","05.01.2019 18:45 - 05.01.2019 19:00 (UTC)","0"
"Austria (AT)","05.01.2019 19:00 - 05.01.2019 19:15 (UTC)","0"
"Austria (AT)","05.01.2019 19:15 - 05.01.2019 19:30 (UTC)","0"
"Austria (AT)","05.01.2019 19:30 - 05.01.2019 19:45 (UTC)","0"
"Austria (AT)","05.01.2019 19:45 - 05.01.2019 20:00 (UTC)","0"
"Austria (AT)","05.01.2019 20:00 - 05.01.2019 20:15 (UTC)","0"
"Austria (AT)","05.01.2019 20:15 - 05.01.2019 20:30 (UTC)","0"
"Austria (AT)","05.01.2019 20:30 - 05.01.2019 20:45 (UTC)","0"
"Austria (AT)","05.01.2019 20:45 - 05.01.2019 21:00 (UTC)","0"
"Austria (AT)","05.01.2019 21:00 - 05.01.2019 21:15 (UTC)","0"
"Austria (AT)","05.01.2019 21:15 - 05.01.2019 21:30 (UTC)","0"
"Austria (AT)","05.01.2019 21:30 - 05.01.2019 21:45 (UTC)","0"
"Austria (AT)","05.01.2019 21:45 - 05.01.2019 22:00 (UTC)","0"
"Austria (AT)","05.01.2019 22:00 - 05.01.2019 22:15 (UTC)","0"
"Austria (AT)","05.01.2019 22:15 - 05.01.2019 22:30 (UTC)","0"
"Austria (AT)","05.01.2019 22:30 - 05.01.2019 22:45 (UTC)","0"
"Austria (AT)","05.01.2019 22:45 - 05.01.2019 23:00 (UTC)","0"
"Austria (AT)","05.01.2019 23:00 - 05.01.2019 23:15 (UTC)","0"
"Austria (AT)","05.01.2019 23:15 - 05.01.2019 23:30 (UTC)","0"
"Austria (AT)","05.01.2019 23:30 - 05.01.2019 23:45 (UTC)","0"
"Austria (AT)","05.01.2019 23:45 - 06.01.2019 00:00 (UTC)","0"
"Austria (AT)","06.01.2019 00:00 - 06.01.2019 00:15 (UTC)","0"
"Austria (AT)","06.01.2019 00:15 - 06.01.2019 00:30 (UTC)","0"
"Austria (AT)","06.01.2019 00:30 - 06.01.2019 00:45 (UTC)","0"
"Austria (AT)","06.01.2019 00:45 - 06.01.2019 01:00 (UTC)","0"
"Austria (AT)","06.01.2019 01:00 - 06.01.2019 01:15 (UTC)","0"
"Austria (AT)","06.01.2019 01:15 - 06.01.2019 01:30 (UTC)","0"
"Austria (AT)","06.01.2019 01:30 - 06.01.2019 01:45 (UTC)","0"
"Austria (AT)","06.01.2019 01:45 - 06.01.2019 02:00 (UTC)","0"
"Austria (AT)","06.01.2019 02:00 - 06.01.2019 02:15 (UTC)","0"
"Austria (AT)","06.01.2019 02:15 - 06.01.2019 02:30 (UTC)","0"
"Austria (AT)","06.01.2019 02:30 - 06.01.2019 02:45 (UTC)","0"
"Austria (AT)","06.01.2019 02:45 - 06.01.2019 03:00 (UTC)","0"
"Austria (AT)","06.01.2019 03:00 - 06.01.2019 03:15 (UTC)","0"
"Austria (AT)","06.01.2019 03:15 - 06.01.2019 03:30 (UTC)","0"
"Austria (AT)","06.01.2019 03:30 - 06.01.2019 03:45 (UTC)","0"
"Austria (AT)","06.01.2019 03:45 - 06.01.2019 04:00 (UTC)","0"
"Austria (AT)","06.01.2019 04:00 - 06.01.2019 04:15 (UTC)","0"
"Austria (AT)","06.01.2019 04:15 - 06.01.2019 04:30 (UTC)","0"
"Austria (AT)","06.01.2019 04:30 - 06.01.2019 04:45 (UTC)","0"
"Austria (AT)","06.01.2019 04:45 - 06.01.2019 05:00 (UTC)","0"
"Austria (AT)","06.01.2019 05:00 - 06.01.2019 05:15 (UTC)","0"
"Austria (AT)","06.01.2019 05:15 - 06.01.2019 05:30 (UTC)","0"
"Austria (AT)","06.01.2019 05:30 - 06.01.2019 05:45 (UTC)","0"
"Austria (AT)","06.01.2019 05:45 - 06.01.2019 06:00 (UTC)","0"
"Austria (AT)","06.01.2019 06:00 - 06.01.2019 06:15 (UTC)","4"
"Austria (AT)","06.01.2019 06:15 - 06.01.2019 06:30 (UTC)","8"
"Austria (AT)","06.01.2019 06:30 - 06.01.2019 06:45 (UTC)","8"
"Austria (AT)","06.01.2019 06:45 - 06.01.2019 07:00 (UTC)","12"
"Austria (AT)","06.01.2019 07:00 - 06.01.2019 07:15 (UTC)","16"
"Austria (AT)","06.01.2019 07:15 - 06.01.2019 07:30 (UTC)","16"
"Austria (AT)","06.01.2019 07:30 - 06.01.2019 07:45 (UTC)","20"
"Austria (AT)","06.01.2019 07:45 - 06.01.2019 08:00 (UTC)","24"
"Austria (AT)","06.01.2019 08:00 - 06.01.2019 08:15 (UTC)","32"
"Austria (AT)","06.01.2019 08:15 - 06.01.2019 08:30 (UTC)","36"
"Austria (AT)","06.01.2019 08:30 - 06.01.2019 08:45 (UTC)","40"
"Austria (AT)","06.01.2019 08:45 - 06.01.2019 09:00 (UTC)","48"
"Austria (AT)","06.01.2019 09:00 - 06.01.2019 09:15 (UTC)","52"
"Austria (AT)","06.01.2019 09:15 - 06.01.2019 09:30 (UTC)","60"
"Austria (AT)","06.01.2019 09:30 - 06.01.2019 09:45 (UTC)","68"
"Austria (AT)","06.01.2019 09:45 - 06.01.2019 10:00 (UTC)","76"
"Austria (AT)","06.01.2019 10:00 - 06.01.2019 10:15 (UTC)","84"
"Austria (AT)","06.01.2019 10:15 - 06.01.2019 10:30 (UTC)","92"
"Austria (AT)","06.01.2019 10:30 - 06.01.2019 10:45 (UTC)","96"
"Austria (AT)","06.01.2019 10:45 - 06.01.2019 11:00 (UTC)","104"
"Austria (AT)","06.01.2019 11:00 - 06.01.2019 11:15 (UTC)","104"
"Austria (AT)","06.01.2019 11:15 - 06.01.2019 11:30 (UTC)","104"
"Austria (AT)","06.01.2019 11:30 - 06.01.2019 11:45 (UTC)","104"
"Austria (AT)","06.01.2019 11:45 - 06.01.2019 12:00 (UTC)","104"
"Austria (AT)","06.01.2019 12:00 - 06.01.2019 12:15 (UTC)","104"
"Austria (AT)","06.01.2019 12:15 - 06.01.2019 12:30 (UTC)","100"
"Austria (AT)","06.01.2019 12:30 - 06.01.2019 12:45 (UTC)","100"
"Austria (AT)","06.01.2019 12:45 - 06.01.2019 13:00 (UTC)","96"
"Austria (AT)","06.01.2019 13:00 - 06.01.2019 13:15 (UTC)","88"
"Austria (AT)","06.01.2019 13:15 - 06.01.2019 13:30 (UTC)","76"
"Austria (AT)","06.01.2019 13:30 - 06.01.2019 13:45 (UTC)","68"
"Austria (AT)","06.01.2019 13:45 - 06.01.2019 14:00 (UTC)","56"
"Austria (AT)","06.01.2019 14:00 - 06.01.2019 14:15 (UTC)","48"
"Austria (AT)","06.01.2019 14:15 - 06.01.2019 14:30 (UTC)","40"
"Austria (AT)","06.01.2019 14:30 - 06.01.2019 14:45 (UTC)","28"
"Austria (AT)","06.01.2019 14:45 - 06.01.2019 15:00 (UTC)","20"
"Austria (AT)","06.01.2019 15:00 - 06.01.2019 15:15 (UTC)","16"
"Austria (AT)","06.01.2019 15:15 - 06.01.2019 15:30 (UTC)","12"
"Austria (AT)","06.01.2019 15:30 - 06.01.2019 15:45 (UTC)","8"
"Austria (AT)","06.01.2019 15:45 - 06.01.2019 16:00 (UTC)","4"
"Austria (AT)","06.01.2019 16:00 - 06.01.2019 16:15 (UTC)","4"
"Austria (AT)","06.01.2019 16:15 - 06.01.2019 16:30 (UTC)","4"
"Austria (AT)","06.01.2019 16:30 - 06.01.2019 16:45 (UTC)","4"
"Austria (AT)","06.01.2019 16:45 - 06.01.2019 17:00 (UTC)","4"
"Austria (AT)","06.01.2019 17:00 - 06.01.2019 17:15 (UTC)","4"
"Austria (AT)","06.01.2019 17:15 - 06.01.2019 17:30 (UTC)","4"
"Austria (AT)","06.01.2019 17:30 - 06.01.2019 17:45 (UTC)","4"
"Austria (AT)","06.01.2019 17:45 - 06.01.2019 18:00 (UTC)","4"
"Austria (AT)","06.01.2019 18:00 - 06.01.2019 18:15 (UTC)","0"
"Austria (AT)","06.01.2019 18:15 - 06.01.2019 18:30 (UTC)","0"
"Austria (AT)","06.01.2019 18:30 - 06.01.2019 18:45 (UTC)","0"
"Austria (AT)","06.01.2019 18:45 - 06.01.2019 19:00 (UTC)","0"
"Austria (AT)","06.01.2019 19:00 - 06.01.2019 19:15 (UTC)","0"
"Austria (AT)","06.01.2019 19:15 - 06.01.2019 19:30 (UTC)","0"
"Austria (AT)","06.01.2019 19:30 - 06.01.2019 19:45 (UTC)","0"
"Austria (AT)","06.01.2019 19:45 - 06.01.2019 20:00 (UTC)","0"
"Austria (AT)","06.01.2019 20:00 - 06.01.2019 20:15 (UTC)","0"
"Austria (AT)","06.01.2019 20:15 - 06.01.2019 20:30 (UTC)","0"
"Austria (AT)","06.01.2019 20:30 - 06.01.2019 20:45 (UTC)","0"
"Austria (AT)","06.01.2019 20:45 - 06.01.2019 21:00 (UTC)","0"
"Austria (AT)","06.01.2019 21:00 - 06.01.2019 21:15 (UTC)","0"
"Austria (AT)","06.01.2019 21:15 - 06.01.2019 21:30 (UTC)","0"
"Austria (AT)","06.01.2019 21:30 - 06.01.2019 21:45 (UTC)","0"
"Austria (AT)","06.01.2019 21:45 - 06.01.2019 22:00 (UTC)","0"
"Austria (AT)","06.01.2019 22:00 - 06.01.2019 22:15 (UTC)","0"
"Austria (AT)","06.01.2019 22:15 - 06.01.2019 22:30 (UTC)","0"
"Austria (AT)","06.01.2019 22:30 - 06.01.2019 22:45 (UTC)","0"
"Austria (AT)","06.01.2019 22:45 - 06.01.2019 23:00 (UTC)","0"
"Austria (AT)","06.01.2019 23:00 - 06.01.2019 23:15 (UTC)","0"
"Austria (AT)","06.01.2019 23:15 - 06.01.2019 23:30 (UTC)","0"
"Austria (AT)","06.01.2019 23:30 - 06.01.2019 23:45 (UTC)","0"
"Austria (AT)","06.01.2019 23:45 - 07.01.2019 00:00 (UTC)","0"
"Austria (AT)","07.01.2019 00:00 - 07.01.2019 00:15 (UTC)","0"
"Austria (AT)","07.01.2019 00:15 - 07.01.2019 00:30 (UTC)","0"
"Austria (AT)","07.01.2019 00:30 - 07.01.2019 00:45 (UTC)","0"
"Austria (AT)","07.01.2019 00:45 - 07.01.2019 01:00 (UTC)","0"
"Austria (AT)","07.01.2019 01:00 - 07.01.2019 01:15 (UTC)","0"
"Austria (AT)","07.01.2019 01:15 - 07.01.2019 01:30 (UTC)","0"
"Austria (AT)","07.01.2019 01:30 - 07.01.2019 01:45 (UTC)","0"
"Austria (AT)","07.01.2019 01:45 - 07.01.2019 02:00 (UTC)","0"
"Austria (AT)","07.01.2019 02:00 - 07.01.2019 02:15 (UTC)","0"
"Austria (AT)","07.01.2019 02:15 - 07.01.2019 02:30 (UTC)","0"
"Austria (AT)","07.01.2019 02:30 - 07.01.2019 02:45 (UTC)","0"
"Austria (AT)","07.01.2019 02:45 - 07.01.2019 03:00 (UTC)","0"
"Austria (AT)","07.01.2019 03:00 - 07.01.2019 03:15 (UTC)","0"
"Austria (AT)","07.01.2019 03:15 - 07.01.2019 03:30 (UTC)","0"
"Austria (AT)","07.01.2019 03:30 - 07.01.2019 03:45 (UTC)","0"
"Austria (AT)","07.01.2019 03:45 - 07.01.2019 04:00 (UTC)","0"
"Austria (AT)","07.01.2019 04:00 - 07.01.2019 04:15 (UTC)","0"
"Austria (AT)","07.01.2019 04:15 - 07.01.2019 04:30 (UTC)","0"
"Austria (AT)","07.01.2019 04:30 - 07.01.2019 04:45 (UTC)","0"
"Austria (AT)","07.01.2019 04:45 - 07.01.2019 05:00 (UTC)","0"
"Austria (AT)","07.01.2019 05:00 - 07.01.2019 05:15 (UTC)","0"
"Austria (AT)","07.01.2019 05:15 - 07.01.2019 05:30 (UTC)","0"
"Austria (AT)","07.01.2019 05:30 - 07.01.2019 05:45 (UTC)","0"
"Austria (AT)","07.01.2019 05:45 - 07.01.2019 06:00 (UTC)","0"
"Austria (AT)","07.01.2019 06:00 - 07.01.2019 06:15 (UTC)","4"
"Austria (AT)","07.01.2019 06:15 - 07.01.2019 06:30 (UTC)","4"
"Austria (AT)","07.01.2019 06:30 - 07.01.2019 06:45 (UTC)","8"
"Austria (AT)","07.01.2019 06:45 - 07.01.2019 07:00 (UTC)","8"
"Austria (AT)","07.01.2019 07:00 - 07.01.2019 07:15 (UTC)","12"
"Austria (AT)","07.01.2019 07:15 - 07.01.2019 07:30 (UTC)","12"
"Austria (AT)","07.01.2019 07:30 - 07.01.2019 07:45 (UTC)","16"
"Austria (AT)","07.01.2019 07:45 - 07.01.2019 08:00 (UTC)","20"
"Austria (AT)","07.01.2019 08:00 - 07.01.2019 08:15 (UTC)","20"
"Austria (AT)","07.01.2019 08:15 - 07.01.2019 08:30 (UTC)","24"
"Austria (AT)","07.01.2019 08:30 - 07.01.2019 08:45 (UTC)","28"
"Austria (AT)","07.01.2019 08:45 - 07.01.2019 09:00 (UTC)","32"
"Austria (AT)","07.01.2019 09:00 - 07.01.2019 09:15 (UTC)","36"
"Austria (AT)","07.01.2019 09:15 - 07.01.2019 09:30 (UTC)","40"
"Austria (AT)","07.01.2019 09:30 - 07.01.2019 09:45 (UTC)","44"
"Austria (AT)","07.01.2019 09:45 - 07.01.2019 10:00 (UTC)","52"
"Austria (AT)","07.01.2019 10:00 - 07.01.2019 10:15 (UTC)","56"
"Austria (AT)","07.01.2019 10:15 - 07.01.2019 10:30 (UTC)","60"
"Austria (AT)","07.01.2019 10:30 - 07.01.2019 10:45 (UTC)","64"
"Austria (AT)","07.01.2019 10:45 - 07.01.2019 11:00 (UTC)","68"
"Austria (AT)","07.01.2019 11:00 - 07.01.2019 11:15 (UTC)","68"
"Austria (AT)","07.01.2019 11:15 - 07.01.2019 11:30 (UTC)","68"
"Austria (AT)","07.01.2019 11:30 - 07.01.2019 11:45 (UTC)","64"
"Austria (AT)","07.01.2019 11:45 - 07.01.2019 12:00 (UTC)","64"
"Austria (AT)","07.01.2019 12:00 - 07.01.2019 12:15 (UTC)","64"
"Austria (AT)","07.01.2019 12:15 - 07.01.2019 12:30 (UTC)","60"
"Austria (AT)","07.01.2019 12:30 - 07.01.2019 12:45 (UTC)","60"
"Austria (AT)","07.01.2019 12:45 - 07.01.2019 13:00 (UTC)","60"
"Austria (AT)","07.01.2019 13:00 - 07.01.2019 13:15 (UTC)","52"
"Austria (AT)","07.01.2019 13:15 - 07.01.2019 13:30 (UTC)","48"
"Austria (AT)","07.01.2019 13:30 - 07.01.2019 13:45 (UTC)","40"
"Austria (AT)","07.01.2019 13:45 - 07.01.2019 14:00 (UTC)","36"
"Austria (AT)","07.01.2019 14:00 - 07.01.2019 14:15 (UTC)","28"
"Austria (AT)","07.01.2019 14:15 - 07.01.2019 14:30 (UTC)","24"
"Austria (AT)","07.01.2019 14:30 - 07.01.2019 14:45 (UTC)","16"
"Austria (AT)","07.01.2019 14:45 - 07.01.2019 15:00 (UTC)","12"
"Austria (AT)","07.01.2019 15:00 - 07.01.2019 15:15 (UTC)","12"
"Austria (AT)","07.01.2019 15:15 - 07.01.2019 15:30 (UTC)","8"
"Austria (AT)","07.01.2019 15:30 - 07.01.2019 15:45 (UTC)","8"
"Austria (AT)","07.01.2019 15:45 - 07.01.2019 16:00 (UTC)","4"
"Austria (AT)","07.01.2019 16:00 - 07.01.2019 16:15 (UTC)","4"
"Austria (AT)","07.01.2019 16:15 - 07.01.2019 16:30 (UTC)","4"
"Austria (AT)","07.01.2019 16:30 - 07.01.2019 16:45 (UTC)","4"
"Austria (AT)","07.01.2019 16:45 - 07.01.2019 17:00 (UTC)","4"
"Austria (AT)","07.01.2019 17:00 - 07.01.2019 17:15 (UTC)","4"
"Austria (AT)","07.01.2019 17:15 - 07.01.2019 17:30 (UTC)","4"
"Austria (AT)","07.01.2019 17:30 - 07.01.2019 17:45 (UTC)","4"
"Austria (AT)","07.01.2019 17:45 - 07.01.2019 18:00 (UTC)","4"
"Austria (AT)","07.01.2019 18:00 - 07.01.2019 18:15 (UTC)","0"
"Austria (AT)","07.01.2019 18:15 - 07.01.2019 18:30 (UTC)","0"
"Austria (AT)","07.01.2019 18:30 - 07.01.2019 18:45 (UTC)","0"
"Austria (AT)","07.01.2019 18:45 - 07.01.2019 19:00 (UTC)","0"
"Austria (AT)","07.01.2019 19:00 - 07.01.2019 19:15 (UTC)","0"
"Austria (AT)","07.01.2019 19:15 - 07.01.2019 19:30 (UTC)","0"
"Austria (AT)","07.01.2019 19:30 - 07.01.2019 19:45 (UTC)","0"
"Austria (AT)","07.01.2019 19:45 - 07.01.2019 20:00 (UTC)","0"
"Austria (AT)","07.01.2019 20:00 - 07.01.2019 20:15 (UTC)","0"
"Austria (AT)","07.01.2019 20:15 - 07.01.2019 20:30 (UTC)","0"
"Austria (AT)","07.01.2019 20:30 - 07.01.2019 20:45 (UTC)","0"
"Austria (AT)","07.01.2019 20:45 - 07.01.2019 21:00 (UTC)","0"
"Austria (AT)","07.01.2019 21:00 - 07.01.2019 21:15 (UTC)","0"
"Austria (AT)","07.01.2019 21:15 - 07.01.2019 21:30 (UTC)","0"
"Austria (AT)","07.01.2019 21:30 - 07.01.2019 21:45 (UTC)","0"
"Austria (AT)","07.01.2019 21:45 - 07.01.2019 22:00 (UTC)","0"
