"Area","MTU","Solar  - Actual Aggregated [MW]"
"Austria (AT)","17.04.2019 05:15 - 17.04.2019 05:30 (UTC)","96"
"Austria (AT)","17.04.2019 05:30 - 17.04.2019 05:45 (UTC)","120"
"Austria (AT)","17.04.2019 05:45 - 17.04.2019 06:00 (UTC)","144"
"Austria (AT)","17.04.2019 06:00 - 17.04.2019 06:15 (UTC)","180"
"Austria (AT)","17.04.2019 06:15 - 17.04.2019 06:30 (UTC)","216"
"Austria (AT)","17.04.2019 06:30 - 17.04.2019 06:45 (UTC)","252"
"Austria (AT)","17.04.2019 06:45 - 17.04.2019 07:00 (UTC)","288"
"Austria (AT)","17.04.2019 07:00 - 17.04.2019 07:15 (UTC)","336"
"Austria (AT)","17.04.2019 07:15 - 17.04.2019 07:30 (UTC)","380"
"Austria (AT)","17.04.2019 07:30 - 17.04.2019 07:45 (UTC)","428"
"Austria (AT)","17.04.2019 07:45 - 17.04.2019 08:00 (UTC)","472"
"Austria (AT)","17.04.2019 08:00 - 17.04.2019 08:15 (UTC)","492"
"Austria (AT)","17.04.2019 08:15 - 17.04.2019 08:30 (UTC)","512"
"Austria (AT)","17.04.2019 08:30 - 17.04.2019 08:45 (UTC)","532"
"Austria (AT)","17.04.2019 08:45 - 17.04.2019 09:00 (UTC)","548"
"Austria (AT)","17.04.2019 09:00 - 17.04.2019 09:15 (UTC)","572"
"Austria (AT)","17.04.2019 09:15 - 17.04.2019 09:30 (UTC)","592"
"Austria (AT)","17.04.2019 09:30 - 17.04.2019 09:45 (UTC)","612"
"Austria (AT)","17.04.2019 09:45 - 17.04.2019 10:00 (UTC)","632"
"Austria (AT)","17.04.2019 10:00 - 17.04.2019 10:15 (UTC)","652"
"Austria (AT)","17.04.2019 10:15 - 17.04.2019 10:30 (UTC)","672"
"Austria (AT)","17.04.2019 10:30 - 17.04.2019 10:45 (UTC)","692"
"Austria (AT)","17.04.2019 10:45 - 17.04.2019 11:00 (UTC)","712"
"Austria (AT)","17.04.2019 11:00 - 17.04.2019 11:15 (UTC)","688"
"Austria (AT)","17.04.2019 11:15 - 17.04.2019 11:30 (UTC)","668"
"Austria (AT)","17.04.2019 11:30 - 17.04.2019 11:45 (UTC)","644"
"Austria (AT)","17.04.2019 11:45 - 17.04.2019 12:00 (UTC)","616"
"Austria (AT)","17.04.2019 12:00 - 17.04.2019 12:15 (UTC)","604"
"Austria (AT)","17.04.2019 12:15 - 17.04.2019 12:30 (UTC)","592"
"Austria (AT)","17.04.2019 12:30 - 17.04.2019 12:45 (UTC)","576"
"Austria (AT)","17.04.2019 12:45 - 17.04.2019 13:00 (UTC)","564"
"Austria (AT)","17.04.2019 13:00 - 17.04.2019 13:15 (UTC)","536"
"Austria (AT)","17.04.2019 13:15 - 17.04.2019 13:30 (UTC)","512"
"Austria (AT)","17.04.2019 13:30 - 17.04.2019 13:45 (UTC)","484"
"Austria (AT)","17.04.2019 13:45 - 17.04.2019 14:00 (UTC)","456"
"Austria (AT)","17.04.2019 14:00 - 17.04.2019 14:15 (UTC)","420"
"Austria (AT)","17.04.2019 14:15 - 17.04.2019 14:30 (UTC)","380"
"Austria (AT)","17.04.2019 14:30 - 17.04.2019 14:45 (UTC)","340"
"Austria (AT)","17.04.2019 14:45 - 17.04.2019 15:00 (UTC)","300"
"Austria (AT)","17.04.2019 15:00 - 17.04.2019 15:15 (UTC)","276"
"Austria (AT)","17.04.2019 15:15 - 17.04.2019 15:30 (UTC)","248"
"Austria (AT)","17.04.2019 15:30 - 17.04.2019 15:45 (UTC)","224"
"Austria (AT)","17.04.2019 15:45 - 17.04.2019 16:00 (UTC)","196"
"Austria (AT)","17.04.2019 16:00 - 17.04.2019 16:15 (UTC)","176"
"Austria (AT)","17.04.2019 16:15 - 17.04.2019 16:30 (UTC)","156"
"Austria (AT)","17.04.2019 16:30 - 17.04.2019 16:45 (UTC)","136"
"Austria (AT)","17.04.2019 16:45 - 17.04.2019 17:00 (UTC)","116"
"Austria (AT)","17.04.2019 17:00 - 17.04.2019 17:15 (UTC)","100"
"Austria (AT)","17.04.2019 17:15 - 17.04.2019 17:30 (UTC)","88"
"Austria (AT)","17.04.2019 17:30 - 17.04.2019 17:45 (UTC)","76"
"Austria (AT)","17.04.2019 17:45 - 17.04.2019 18:00 (UTC)","64"
"Austria (AT)","17.04.2019 18:00 - 17.04.2019 18:15 (UTC)","48"
"Austria (AT)","17.04.2019 18:15 - 17.04.2019 18:30 (UTC)","32"
"Austria (AT)","17.04.2019 18:30 - 17.04.2019 18:45 (UTC)","16"
"Austria (AT)","17.04.2019 18:45 - 17.04.2019 19:00 (UTC)","0"
"Austria (AT)","17.04.2019 19:00 - 17.04.2019 19:15 (UTC)","0"
"Austria (AT)","17.04.2019 19:15 - 17.04.2019 19:30 (UTC)","0"
"Austria (AT)","17.04.2019 19:30 - 17.04.2019 19:45 (UTC)","0"
"Austria (AT)","17.04.2019 19:45 - 17.04.2019 20:00 (UTC)","0"
"Austria (AT)","17.04.2019 20:00 - 17.04.2019 20:15 (UTC)","0"
"Austria (AT)","17.04.2019 20:15 - 17.04.2019 20:30 (UTC)","0"
"Austria (AT)","17.04.2019 20:30 - 17.04.2019 20:45 (UTC)","0"
"Austria (AT)","17.04.2019 20:45 - 17.04.2019 21:00 (UTC)","0"
"Austria (AT)","17.04.2019 21:00 - 17.04.2019 21:15 (UTC)","0"
"Austria (AT)","17.04.2019 21:15 - 17.04.2019 21:30 (UTC)","0"
"Austria (AT)","17.04.2019 21:30 - 17.04.2019 21:45 (UTC)","0"
"Austria (AT)","17.04.2019 21:45 - 17.04.2019 22:00 (UTC)","0"
"Austria (AT)","17.04.2019 22:00 - 17.04.2019 22:15 (UTC)","0"
"Austria (AT)","17.04.2019 22:15 - 17.04.2019 22:30 (UTC)","0"
"Austria (AT)","17.04.2019 22:30 - 17.04.2019 22:45 (UTC)","0"
"Austria (AT)","17.04.2019 22:45 - 17.04.2019 23:00 (UTC)","0"
"Austria (AT)","17.04.2019 23:00 - 17.04.2019 23:15 (UTC)","0"
"Austria (AT)","17.04.2019 23:15 - 17.04.2019 23:30 (UTC)","0"
"Austria (AT)","17.04.2019 23:30 - 17.04.2019 23:45 (UTC)","0"
"Austria (AT)","17.04.2019 23:45 - 18.04.2019 00:00 (UTC)","0"
"Austria (AT)","18.04.2019 00:00 - 18.04.2019 00:15 (UTC)","0"
"Austria (AT)","18.04.2019 00:15 - 18.04.2019 00:30 (UTC)","0"
"Austria (AT)","18.04.2019 00:30 - 18.04.2019 00:45 (UTC)","0"
"Austria (AT)","18.04.2019 00:45 - 18.04.2019 01:00 (UTC)","0"
"Austria (AT)","18.04.2019 01:00 - 18.04.2019 01:15 (UTC)","0"
"Austria (AT)","18.04.2019 01:15 - 18.04.2019 01:30 (UTC)","0"
"Austria (AT)","18.04.2019 01:30 - 18.04.2019 01:45 (UTC)","0"
"Austria (AT)","18.04.2019 01:45 - 18.04.2019 02:00 (UTC)","0"
"Austria (AT)","18.04.2019 02:00 - 18.04.2019 02:15 (UTC)","0"
"Austria (AT)","18.04.2019 02:15 - 18.04.2019 02:30 (UTC)","0"
"Austria (AT)","18.04.2019 02:30 - 18.04.2019 02:45 (UTC)","0"
"Austria (AT)","18.04.2019 02:45 - 18.04.2019 03:00 (UTC)","0"
"Austria (AT)","18.04.2019 03:00 - 18.04.2019 03:15 (UTC)","0"
"Austria (AT)","18.04.2019 03:15 - 18.04.2019 03:30 (UTC)","0"
"Austria (AT)","18.04.2019 03:30 - 18.04.2019 03:45 (UTC)","0"
"Austria (AT)","18.04.2019 03:45 - 18.04.2019 04:00 (UTC)","0"
"Austria (AT)","18.04.2019 04:00 - 18.04.2019 04:15 (UTC)","12"
"Austria (AT)","18.04.2019 04:15 - 18.04.2019 04:30 (UTC)","24"
"Austria (AT)","18.04.2019 04:30 - 18.04.2019 04:45 (UTC)","40"
"Austria (AT)","18.04.2019 04:45 - 18.04.2019 05:00 (UTC)","52"
"Austria (AT)","18.04.2019 05:00 - 18.04.2019 05:15 (UTC)","80"
"Austria (AT)","18.04.2019 05:15 - 18.04.2019 05:30 (UTC)","108"
"Austria (AT)","18.04.2019 05:30 - 18.04.2019 05:45 (UTC)","132"
"Austria (AT)","18.04.2019 05:45 - 18.04.2019 06:00 (UTC)","160"
"Austria (AT)","18.04.2019 06:00 - 18.04.2019 06:15 (UTC)","200"
"Austria (AT)","18.04.2019 06:15 - 18.04.2019 06:30 (UTC)","240"
"Austria (AT)","18.04.2019 06:30 - 18.04.2019 06:45 (UTC)","280"
"Austria (AT)","18.04.2019 06:45 - 18.04.2019 07:00 (UTC)","316"
"Austria (AT)","18.04.2019 07:00 - 18.04.2019 07:15 (UTC)","368"
"Austria (AT)","18.04.2019 07:15 - 18.04.2019 07:30 (UTC)","416"
"Austria (AT)","18.04.2019 07:30 - 18.04.2019 07:45 (UTC)","464"
"Austria (AT)","18.04.2019 07:45 - 18.04.2019 08:00 (UTC)","512"
"Austria (AT)","18.04.2019 08:00 - 18.04.2019 08:15 (UTC)","528"
"Austria (AT)","18.04.2019 08:15 - 18.04.2019 08:30 (UTC)","544"
"Austria (AT)","18.04.2019 08:30 - 18.04.2019 08:45 (UTC)","560"
"Austria (AT)","18.04.2019 08:45 - 18.04.2019 09:00 (UTC)","576"
"Austria (AT)","18.04.2019 09:00 - 18.04.2019 09:15 (UTC)","596"
"Austria (AT)","18.04.2019 09:15 - 18.04.2019 09:30 (UTC)","616"
"Austria (AT)","18.04.2019 09:30 - 18.04.2019 09:45 (UTC)","636"
"Austria (AT)","18.04.2019 09:45 - 18.04.2019 10:00 (UTC)","656"
"Austria (AT)","18.04.2019 10:00 - 18.04.2019 10:15 (UTC)","672"
"Austria (AT)","18.04.2019 10:15 - 18.04.2019 10:30 (UTC)","688"
"Austria (AT)","18.04.2019 10:30 - 18.04.2019 10:45 (UTC)","704"
"Austria (AT)","18.04.2019 10:45 - 18.04.2019 11:00 (UTC)","716"
"Austria (AT)","18.04.2019 11:00 - 18.04.2019 11:15 (UTC)","696"
"Austria (AT)","18.04.2019 11:15 - 18.04.2019 11:30 (UTC)","672"
"Austria (AT)","18.04.2019 11:30 - 18.04.2019 11:45 (UTC)","652"
"Austria (AT)","18.04.2019 11:45 - 18.04.2019 12:00 (UTC)","628"
"Austria (AT)","18.04.2019 12:00 - 18.04.2019 12:15 (UTC)","612"
"Austria (AT)","18.04.2019 12:15 - 18.04.2019 12:30 (UTC)","596"
"Austria (AT)","18.04.2019 12:30 - 18.04.2019 12:45 (UTC)","576"
"Austria (AT)","18.04.2019 12:45 - 18.04.2019 13:00 (UTC)","560"
"Austria (AT)","18.04.2019 13:00 - 18.04.2019 13:15 (UTC)","536"
"Austria (AT)","18.04.2019 13:15 - 18.04.2019 13:30 (UTC)","508"
"Austria (AT)","18.04.2019 13:30 - 18.04.2019 13:45 (UTC)","484"
"Austria (AT)","18.04.2019 13:45 - 18.04.2019 14:00 (UTC)","456"
"Austria (AT)","18.04.2019 14:00 - 18.04.2019 14:15 (UTC)","424"
"Austria (AT)","18.04.2019 14:15 - 18.04.2019 14:30 (UTC)","392"
"Austria (AT)","18.04.2019 14:30 - 18.04.2019 14:45 (UTC)","360"
"Austria (AT)","18.04.2019 14:45 - 18.04.2019 15:00 (UTC)","324"
"Austria (AT)","18.04.2019 15:00 - 18.04.2019 15:15 (UTC)","300"
"Austria (AT)","18.04.2019 15:15 - 18.04.2019 15:30 (UTC)","272"
"Austria (AT)","18.04.2019 15:30 - 18.04.2019 15:45 (UTC)","244"
"Austria (AT)","18.04.2019 15:45 - 18.04.2019 16:00 (UTC)","216"
"Austria (AT)","18.04.2019 16:00 - 18.04.2019 16:15 (UTC)","200"
"Austria (AT)","18.04.2019 16:15 - 18.04.2019 16:30 (UTC)","180"
"Austria (AT)","18.04.2019 16:30 - 18.04.2019 16:45 (UTC)","164"
"Austria (AT)","18.04.2019 16:45 - 18.04.2019 17:00 (UTC)","148"
"Austria (AT)","18.04.2019 17:00 - 18.04.2019 17:15 (UTC)","124"
"Austria (AT)","18.04.2019 17:15 - 18.04.2019 17:30 (UTC)","108"
"Austria (AT)","18.04.2019 17:30 - 18.04.2019 17:45 (UTC)","92"
"Austria (AT)","18.04.2019 17:45 - 18.04.2019 18:00 (UTC)","80"
"Austria (AT)","18.04.2019 18:00 - 18.04.2019 18:15 (UTC)","60"
"Austria (AT)","18.04.2019 18:15 - 18.04.2019 18:30 (UTC)","40"
"Austria (AT)","18.04.2019 18:30 - 18.04.2019 18:45 (UTC)","20"
"Austria (AT)","18.04.2019 18:45 - 18.04.2019 19:00 (UTC)","0"
"Austria (AT)","18.04.2019 19:00 - 18.04.2019 19:15 (UTC)","0"
"Austria (AT)","18.04.2019 19:15 - 18.04.2019 19:30 (UTC)","0"
"Austria (AT)","18.04.2019 19:30 - 18.04.2019 19:45 (UTC)","0"
"Austria (AT)","18.04.2019 19:45 - 18.04.2019 20:00 (UTC)","0"
"Austria (AT)","18.04.2019 20:00 - 18.04.2019 20:15 (UTC)","0"
"Austria (AT)","18.04.2019 20:15 - 18.04.2019 20:30 (UTC)","0"
"Austria (AT)","18.04.2019 20:30 - 18.04.2019 20:45 (UTC)","0"
"Austria (AT)","18.04.2019 20:45 - 18.04.2019 21:00 (UTC)","0"
"Austria (AT)","18.04.2019 21:00 - 18.04.2019 21:15 (UTC)","0"
"Austria (AT)","18.04.2019 21:15 - 18.04.2019 21:30 (UTC)","0"
"Austria (AT)","18.04.2019 21:30 - 18.04.2019 21:45 (UTC)","0"
"Austria (AT)","18.04.2019 21:45 - 18.04.2019 22:00 (UTC)","0"
"Austria (AT)","18.04.2019 22:00 - 18.04.2019 22:15 (UTC)","0"
"Austria (AT)","18.04.2019 22:15 - 18.04.2019 22:30 (UTC)","0"
"Austria (AT)","18.04.2019 22:30 - 18.04.2019 22:45 (UTC)","0"
"Austria (AT)","18.04.2019 22:45 - 18.04.2019 23:00 (UTC)","0"
"Austria (AT)","18.04.2019 23:00 - 18.04.2019 23:15 (UTC)","0"
"Austria (AT)","18.04.2019 23:15 - 18.04.2019 23:30 (UTC)","0"
"Austria (AT)","18.04.2019 23:30 - 18.04.2019 23:45 (UTC)","0"
"Austria (AT)","18.04.2019 23:45 - 19.04.2019 00:00 (UTC)","0"
"Austria (AT)","19.04.2019 00:00 - 19.04.2019 00:15 (UTC)","0"
"Austria (AT)","19.04.2019 00:15 - 19.04.2019 00:30 (UTC)","0"
"Austria (AT)","19.04.2019 00:30 - 19.04.2019 00:45 (UTC)","0"
"Austria (AT)","19.04.2019 00:45 - 19.04.2019 01:00 (UTC)","0"
"Austria (AT)","19.04.2019 01:00 - 19.04.2019 01:15 (UTC)","0"
"Austria (AT)","19.04.2019 01:15 - 19.04.2019 01:30 (UTC)","0"
"Austria (AT)","19.04.2019 01:30 - 19.04.2019 01:45 (UTC)","0"
"Austria (AT)","19.04.2019 01:45 - 19.04.2019 02:00 (UTC)","0"
"Austria (AT)","19.04.2019 02:00 - 19.04.2019 02:15 (UTC)","0"
"Austria (AT)","19.04.2019 02:15 - 19.04.2019 02:30 (UTC)","0"
"Austria (AT)","19.04.2019 02:30 - 19.04.2019 02:45 (UTC)","0"
"Austria (AT)","19.04.2019 02:45 - 19.04.2019 03:00 (UTC)","0"
"Austria (AT)","19.04.2019 03:00 - 19.04.2019 03:15 (UTC)","0"
"Austria (AT)","19.04.2019 03:15 - 19.04.2019 03:30 (UTC)","0"
"Austria (AT)","19.04.2019 03:30 - 19.04.2019 03:45 (UTC)","0"
"Austria (AT)","19.04.2019 03:45 - 19.04.2019 04:00 (UTC)","0"
"Austria (AT)","19.04.2019 04:00 - 19.04.2019 04:15 (UTC)","12"
"Austria (AT)","19.04.2019 04:15 - 19.04.2019 04:30 (UTC)","28"
"Austria (AT)","19.04.2019 04:30 - 19.04.2019 04:45 (UTC)","40"
"Austria (AT)","19.04.2019 04:45 - 19.04.2019 05:00 (UTC)","56"
"Austria (AT)","19.04.2019 05:00 - 19.04.2019 05:15 (UTC)","88"
"Austria (AT)","19.04.2019 05:15 - 19.04.2019 05:30 (UTC)","116"
"Austria (AT)","19.04.2019 05:30 - 19.04.2019 05:45 (UTC)","144"
"Austria (AT)","19.04.2019 05:45 - 19.04.2019 06:00 (UTC)","172"
"Austria (AT)","19.04.2019 06:00 - 19.04.2019 06:15 (UTC)","216"
"Austria (AT)","19.04.2019 06:15 - 19.04.2019 06:30 (UTC)","256"
"Austria (AT)","19.04.2019 06:30 - 19.04.2019 06:45 (UTC)","296"
"Austria (AT)","19.04.2019 06:45 - 19.04.2019 07:00 (UTC)","336"
"Austria (AT)","19.04.2019 07:00 - 19.04.2019 07:15 (UTC)","384"
"Austria (AT)","19.04.2019 07:15 - 19.04.2019 07:30 (UTC)","432"
"Austria (AT)","19.04.2019 07:30 - 19.04.2019 07:45 (UTC)","484"
"Austria (AT)","19.04.2019 07:45 - 19.04.2019 08:00 (UTC)","532"
"Austria (AT)","19.04.2019 08:00 - 19.04.2019 08:15 (UTC)","556"
"Austria (AT)","19.04.2019 08:15 - 19.04.2019 08:30 (UTC)","584"
"Austria (AT)","19.04.2019 08:30 - 19.04.2019 08:45 (UTC)","612"
"Austria (AT)","19.04.2019 08:45 - 19.04.2019 09:00 (UTC)","636"
"Austria (AT)","19.04.2019 09:00 - 19.04.2019 09:15 (UTC)","664"
"Austria (AT)","19.04.2019 09:15 - 19.04.2019 09:30 (UTC)","688"
"Austria (AT)","19.04.2019 09:30 - 19.04.2019 09:45 (UTC)","716"
"Austria (AT)","19.04.2019 09:45 - 19.04.2019 10:00 (UTC)","740"
"Austria (AT)","19.04.2019 10:00 - 19.04.2019 10:15 (UTC)","772"
"Austria (AT)","19.04.2019 10:15 - 19.04.2019 10:30 (UTC)","800"
"Austria (AT)","19.04.2019 10:30 - 19.04.2019 10:45 (UTC)","832"
"Austria (AT)","19.04.2019 10:45 - 19.04.2019 11:00 (UTC)","860"
"Austria (AT)","19.04.2019 11:00 - 19.04.2019 11:15 (UTC)","856"
"Austria (AT)","19.04.2019 11:15 - 19.04.2019 11:30 (UTC)","848"
"Austria (AT)","19.04.2019 11:30 - 19.04.2019 11:45 (UTC)","844"
"Austria (AT)","19.04.2019 11:45 - 19.04.2019 12:00 (UTC)","836"
"Austria (AT)","19.04.2019 12:00 - 19.04.2019 12:15 (UTC)","828"
"Austria (AT)","19.04.2019 12:15 - 19.04.2019 12:30 (UTC)","824"
"Austria (AT)","19.04.2019 12:30 - 19.04.2019 12:45 (UTC)","816"
"Austria (AT)","19.04.2019 12:45 - 19.04.2019 13:00 (UTC)","808"
"Austria (AT)","19.04.2019 13:00 - 19.04.2019 13:15 (UTC)","780"
"Austria (AT)","19.04.2019 13:15 - 19.04.2019 13:30 (UTC)","752"
"Austria (AT)","19.04.2019 13:30 - 19.04.2019 13:45 (UTC)","720"
"Austria (AT)","19.04.2019 13:45 - 19.04.2019 14:00 (UTC)","692"
"Austria (AT)","19.04.2019 14:00 - 19.04.2019 14:15 (UTC)","632"
"Austria (AT)","19.04.2019 14:15 - 19.04.2019 14:30 (UTC)","572"
"Austria (AT)","19.04.2019 14:30 - 19.04.2019 14:45 (UTC)","512"
"Austria (AT)","19.04.2019 14:45 - 19.04.2019 15:00 (UTC)","452"
"Austria (AT)","19.04.2019 15:00 - 19.04.2019 15:15 (UTC)","412"
"Austria (AT)","19.04.2019 15:15 - 19.04.2019 15:30 (UTC)","376"
"Austria (AT)","19.04.2019 15:30 - 19.04.2019 15:45 (UTC)","340"
"Austria (AT)","19.04.2019 15:45 - 19.04.2019 16:00 (UTC)","304"
"Austria (AT)","19.04.2019 16:00 - 19.04.2019 16:15 (UTC)","276"
"Austria (AT)","19.04.2019 16:15 - 19.04.2019 16:30 (UTC)","248"
"Austria (AT)","19.04.2019 16:30 - 19.04.2019 16:45 (UTC)","216"
"Austria (AT)","19.04.2019 16:45 - 19.04.2019 17:00 (UTC)","188"
"Austria (AT)","19.04.2019 17:00 - 19.04.2019 17:15 (UTC)","160"
"Austria (AT)","19.04.2019 17:15 - 19.04.2019 17:30 (UTC)","140"
"Austria (AT)","19.04.2019 17:30 - 19.04.2019 17:45 (UTC)","120"
"Austria (AT)","19.04.2019 17:45 - 19.04.2019 18:00 (UTC)","100"
"Austria (AT)","19.04.2019 18:00 - 19.04.2019 18:15 (UTC)","76"
"Austria (AT)","19.04.2019 18:15 - 19.04.2019 18:30 (UTC)","48"
"Austria (AT)","19.04.2019 18:30 - 19.04.2019 18:45 (UTC)","24"
"Austria (AT)","19.04.2019 18:45 - 19.04.2019 19:00 (UTC)","0"
"Austria (AT)","19.04.2019 19:00 - 19.04.2019 19:15 (UTC)","0"
"Austria (AT)","19.04.2019 19:15 - 19.04.2019 19:30 (UTC)","0"
"Austria (AT)","19.04.2019 19:30 - 19.04.2019 19:45 (UTC)","0"
"Austria (AT)","19.04.2019 19:45 - 19.04.2019 20:00 (UTC)","0"
"Austria (AT)","19.04.2019 20:00 - 19.04.2019 20:15 (UTC)","0"
"Austria (AT)","19.04.2019 20:15 - 19.04.2019 20:30 (UTC)","0"
"Austria (AT)","19.04.2019 20:30 - 19.04.2019 20:45 (UTC)","0"
"Austria (AT)","19.04.2019 20:45 - 19.04.2019 21:00 (UTC)","0"
"Austria (AT)","19.04.2019 21:00 - 19.04.2019 21:15 (UTC)","0"
"Austria (AT)","19.04.2019 21:15 - 19.04.2019 21:30 (UTC)","0"
"Austria (AT)","19.04.2019 21:30 - 19.04.2019 21:45 (UTC)","0"
"Austria (AT)","19.04.2019 21:45 - 19.04.2019 22:00 (UTC)","0"
"Austria (AT)","19.04.2019 22:00 - 19.04.2019 22:15 (UTC)","0"
"Austria (AT)","19.04.2019 22:15 - 19.04.2019 22:30 (UTC)","0"
"Austria (AT)","19.04.2019 22:30 - 19.04.2019 22:45 (UTC)","0"
"Austria (AT)","19.04.2019 22:45 - 19.04.2019 23:00 (UTC)","0"
"Austria (AT)","19.04.2019 23:00 - 19.04.2019 23:15 (UTC)","0"
"Austria (AT)","19.04.2019 23:15 - 19.04.2019 23:30 (UTC)","0"
"Austria (AT)","19.04.2019 23:30 - 19.04.2019 23:45 (UTC)","0"
"Austria (AT)","19.04.2019 23:45 - 20.04.2019 00:00 (UTC)","0"
"Austria (AT)","20.04.2019 00:00 - 20.04.2019 00:15 (UTC)","0"
"Austria (AT)","20.04.2019 00:15 - 20.04.2019 00:30 (UTC)","0"
"Austria (AT)","20.04.2019 00:30 - 20.04.2019 00:45 (UTC)","0"
"Austria (AT)","20.04.2019 00:45 - 20.04.2019 01:00 (UTC)","0"
"Austria (AT)","20.04.2019 01:00 - 20.04.2019 01:15 (UTC)","0"
"Austria (AT)","20.04.2019 01:15 - 20.04.2019 01:30 (UTC)","0"
"Austria (AT)","20.04.2019 01:30 - 20.04.2019 01:45 (UTC)","0"
"Austria (AT)","20.04.2019 01:45 - 20.04.2019 02:00 (UTC)","0"
"Austria (AT)","20.04.2019 02:00 - 20.04.2019 02:15 (UTC)","0"
"Austria (AT)","20.04.2019 02:15 - 20.04.2019 02:30 (UTC)","0"
"Austria (AT)","20.04.2019 02:30 - 20.04.2019 02:45 (UTC)","0"
"Austria (AT)","20.04.2019 02:45 - 20.04.2019 03:00 (UTC)","0"
"Austria (AT)","20.04.2019 03:00 - 20.04.2019 03:15 (UTC)","0"
"Austria (AT)","20.04.2019 03:15 - 20.04.2019 03:30 (UTC)","0"
"Austria (AT)","20.04.2019 03:30 - 20.04.2019 03:45 (UTC)","0"
"Austria (AT)","20.04.2019 03:45 - 20.04.2019 04:00 (UTC)","0"
"Austria (AT)","20.04.2019 04:00 - 20.04.2019 04:15 (UTC)","16"
"Austria (AT)","20.04.2019 04:15 - 20.04.2019 04:30 (UTC)","28"
"Austria (AT)","20.04.2019 04:30 - 20.04.2019 04:45 (UTC)","44"
"Austria (AT)","20.04.2019 04:45 - 20.04.2019 05:00 (UTC)","60"
"Austria (AT)","20.04.2019 05:00 - 20.04.2019 05:15 (UTC)","92"
"Austria (AT)","20.04.2019 05:15 - 20.04.2019 05:30 (UTC)","120"
"Austria (AT)","20.04.2019 05:30 - 20.04.2019 05:45 (UTC)","144"
"Austria (AT)","20.04.2019 05:45 - 20.04.2019 06:00 (UTC)","176"
"Austria (AT)","20.04.2019 06:00 - 20.04.2019 06:15 (UTC)","216"
"Austria (AT)","20.04.2019 06:15 - 20.04.2019 06:30 (UTC)","256"
"Austria (AT)","20.04.2019 06:30 - 20.04.2019 06:45 (UTC)","296"
"Austria (AT)","20.04.2019 06:45 - 20.04.2019 07:00 (UTC)","336"
"Austria (AT)","20.04.2019 07:00 - 20.04.2019 07:15 (UTC)","388"
"Austria (AT)","20.04.2019 07:15 - 20.04.2019 07:30 (UTC)","440"
"Austria (AT)","20.04.2019 07:30 - 20.04.2019 07:45 (UTC)","492"
"Austria (AT)","20.04.2019 07:45 - 20.04.2019 08:00 (UTC)","544"
"Austria (AT)","20.04.2019 08:00 - 20.04.2019 08:15 (UTC)","572"
"Austria (AT)","20.04.2019 08:15 - 20.04.2019 08:30 (UTC)","600"
"Austria (AT)","20.04.2019 08:30 - 20.04.2019 08:45 (UTC)","628"
"Austria (AT)","20.04.2019 08:45 - 20.04.2019 09:00 (UTC)","652"
"Austria (AT)","20.04.2019 09:00 - 20.04.2019 09:15 (UTC)","680"
"Austria (AT)","20.04.2019 09:15 - 20.04.2019 09:30 (UTC)","708"
"Austria (AT)","20.04.2019 09:30 - 20.04.2019 09:45 (UTC)","736"
"Austria (AT)","20.04.2019 09:45 - 20.04.2019 10:00 (UTC)","760"
"Austria (AT)","20.04.2019 10:00 - 20.04.2019 10:15 (UTC)","792"
"Austria (AT)","20.04.2019 10:15 - 20.04.2019 10:30 (UTC)","824"
"Austria (AT)","20.04.2019 10:30 - 20.04.2019 10:45 (UTC)","852"
"Austria (AT)","20.04.2019 10:45 - 20.04.2019 11:00 (UTC)","884"
"Austria (AT)","20.04.2019 11:00 - 20.04.2019 11:15 (UTC)","880"
"Austria (AT)","20.04.2019 11:15 - 20.04.2019 11:30 (UTC)","872"
"Austria (AT)","20.04.2019 11:30 - 20.04.2019 11:45 (UTC)","868"
"Austria (AT)","20.04.2019 11:45 - 20.04.2019 12:00 (UTC)","860"
"Austria (AT)","20.04.2019 12:00 - 20.04.2019 12:15 (UTC)","856"
"Austria (AT)","20.04.2019 12:15 - 20.04.2019 12:30 (UTC)","848"
"Austria (AT)","20.04.2019 12:30 - 20.04.2019 12:45 (UTC)","840"
"Austria (AT)","20.04.2019 12:45 - 20.04.2019 13:00 (UTC)","832"
"Austria (AT)","20.04.2019 13:00 - 20.04.2019 13:15 (UTC)","804"
"Austria (AT)","20.04.2019 13:15 - 20.04.2019 13:30 (UTC)","772"
"Austria (AT)","20.04.2019 13:30 - 20.04.2019 13:45 (UTC)","744"
"Austria (AT)","20.04.2019 13:45 - 20.04.2019 14:00 (UTC)","712"
"Austria (AT)","20.04.2019 14:00 - 20.04.2019 14:15 (UTC)","648"
"Austria (AT)","20.04.2019 14:15 - 20.04.2019 14:30 (UTC)","588"
"Austria (AT)","20.04.2019 14:30 - 20.04.2019 14:45 (UTC)","524"
"Austria (AT)","20.04.2019 14:45 - 20.04.2019 15:00 (UTC)","464"
"Austria (AT)","20.04.2019 15:00 - 20.04.2019 15:15 (UTC)","428"
"Austria (AT)","20.04.2019 15:15 - 20.04.2019 15:30 (UTC)","388"
"Austria (AT)","20.04.2019 15:30 - 20.04.2019 15:45 (UTC)","348"
"Austria (AT)","20.04.2019 15:45 - 20.04.2019 16:00 (UTC)","312"
"Austria (AT)","20.04.2019 16:00 - 20.04.2019 16:15 (UTC)","280"
